Standard,Subject,Grade,Strand,Standard Number,Description
Missouri Learning Standards: Math,Math,2,Number & Operations in Base Ten,2.NBT.A,Understand place value of three digit numbers.
Missouri Learning Standards: Math,Math,2,Number & Operations in Base Ten,2.NBT.A.1,"Understand three-digit numbers are composed of hundreds, tens and ones."
Missouri Learning Standards: Math,Math,2,Number & Operations in Base Ten,2.NBT.A.2,"Understand that 100 can be thought of as 10 tens – called a hundred""."""
Missouri Learning Standards: Math,Math,2,Number & Operations in Base Ten,2.NBT.A.3,"Count within 1000 by 1s, 10s and 100s starting with any number."
Missouri Learning Standards: Math,Math,2,Number & Operations in Base Ten,2.NBT.A.4,"Read and write numbers to 1000 using number names, base-ten numerals and expanded form."
Missouri Learning Standards: Math,Math,2,Number & Operations in Base Ten,2.NBT.A.5,"Compare two three-digit numbers using the symbols >, = or <."
Missouri Learning Standards: Math,Math,2,Number & Operations in Base Ten,2.NBT.B,Use place value understanding and properties of operations to add and subtract.
Missouri Learning Standards: Math,Math,2,Number & Operations in Base Ten,2.NBT.B.6,Demonstrate fluency with addition and subtraction within 100.
Missouri Learning Standards: Math,Math,2,Number & Operations in Base Ten,2.NBT.B.7,Add up to four two-digit numbers.
Missouri Learning Standards: Math,Math,2,Number & Operations in Base Ten,2.NBT.B.8,"Add or subtract within 1000, and justify the solution."
Missouri Learning Standards: Math,Math,2,Number & Operations in Base Ten,2.NBT.B.9,Use the relationship between addition and subtraction to solve problems.
Missouri Learning Standards: Math,Math,2,Number & Operations in Base Ten,2.NBT.B.10,Add or subtract mentally 10 or 100 to or from a given number within 1000.
Missouri Learning Standards: Math,Math,2,Number & Operations in Base Ten,2.NBT.C,Represent and solve problems involving addition and subtraction.
Missouri Learning Standards: Math,Math,2,Number & Operations in Base Ten,2.NBT.C.11,Write and solve problems involving addition and subtraction within 100.
Missouri Learning Standards: Math,Math,3,Number & Operations in Base Ten,3.NBT.A,Use place value understanding and properties of operations to perform multi-digit arithmetic.
Missouri Learning Standards: Math,Math,3,Number & Operations in Base Ten,3.NBT.A.1,Round whole numbers to the nearest 10 or 100.
Missouri Learning Standards: Math,Math,3,Number & Operations in Base Ten,3.NBT.A.2,"Read, write and identify whole numbers within 100,000 using base ten numerals, number names and expanded form."
Missouri Learning Standards: Math,Math,3,Number & Operations in Base Ten,3.NBT.A.3,Demonstrate fluency with addition and subtraction within 1000.
Missouri Learning Standards: Math,Math,3,Number & Operations in Base Ten,3.NBT.A.4,Multiply whole numbers by multiples of 10 in the range 10-90.
Missouri Learning Standards: Math,Math,4,Number & Operations in Base Ten,4.NBT.A,Use place value understanding and properties of operations to perform multi-digit arithmetic with numbers up to one million.
Missouri Learning Standards: Math,Math,4,Number & Operations in Base Ten,4.NBT.A.1,Round multi-digit whole numbers to any place.
Missouri Learning Standards: Math,Math,4,Number & Operations in Base Ten,4.NBT.A.2,"Read, write and identify multi-digit whole numbers up to one million using number names, base ten numerals and expanded form."
Missouri Learning Standards: Math,Math,4,Number & Operations in Base Ten,4.NBT.A.3,"Compare two multi-digit numbers using the symbols >, = or <, and justify the solution."
Missouri Learning Standards: Math,Math,4,Number & Operations in Base Ten,4.NBT.A.4,"Understand that in a multi-digit whole number, a digit represents 10 times what it would represents in the place to its right."
Missouri Learning Standards: Math,Math,4,Number & Operations in Base Ten,4.NBT.A.5,Demonstrate fluency with addition and subtraction of whole numbers.
Missouri Learning Standards: Math,Math,4,Number & Operations in Base Ten,4.NBT.A.6,"Multiply a whole number of up to four digits by a one-digit whole number and multiply two two-digit numbers, and justify the solution."
Missouri Learning Standards: Math,Math,4,Number & Operations in Base Ten,4.NBT.A.7,"Find whole-number quotients and remainders with up to four-digit dividends and one-digit divisors, and justify the solution."
Missouri Learning Standards: Math,Math,5,Number & Operations in Base Ten,5.NBT.A,Use place value system understanding to perform operations with multi-digit whole numbers to billions and decimals to thousandths.
Missouri Learning Standards: Math,Math,5,Number & Operations in Base Ten,5.NBT.A.1,"Read, write and identify numbers from billions to thousandths using number names, base ten numerals and expanded form."
Missouri Learning Standards: Math,Math,5,Number & Operations in Base Ten,5.NBT.A.2,"Compare two numbers from billions to thousandths using the symbols >, = or <, and justify the solution."
Missouri Learning Standards: Math,Math,5,Number & Operations in Base Ten,5.NBT.A.3,"Understand that in a multi-digit number, a digit represents 1/10 times what it would represents in the place to its left."
Missouri Learning Standards: Math,Math,5,Number & Operations in Base Ten,5.NBT.A.4,Evaluate the value of powers of 10 and understand the relationship to the place value system.
Missouri Learning Standards: Math,Math,5,Number & Operations in Base Ten,5.NBT.A.5,Round numbers from billions to thousandths place.
Missouri Learning Standards: Math,Math,5,Number & Operations in Base Ten,5.NBT.A.6,"Add and subtract multi-digit whole numbers and decimals to the thousandths place, and justify the solution."
Missouri Learning Standards: Math,Math,5,Number & Operations in Base Ten,5.NBT.A.7,"Multiply multi-digit whole numbers and decimals to the hundredths place, and justify the solution."
Missouri Learning Standards: Math,Math,5,Number & Operations in Base Ten,5.NBT.A.8,"Divide multi-digit whole numbers and decimals to the hundredths place using up to two-digit divisors and four-digit dividends, and justify the solution."
Missouri Learning Standards: Math,Math,3,Number & Operations - Fractions,3.NF.A,Develop understanding of fractions as numbers.
Missouri Learning Standards: Math,Math,3,Number & Operations - Fractions,3.NF.A.1,Understand a unit fraction as the quantity formed by one part when a whole is partitioned into equal parts.
Missouri Learning Standards: Math,Math,3,Number & Operations - Fractions,3.NF.A.2,"Understand that when a whole is partitioned equally, a fraction can be used to represent a portion of the whole."
Missouri Learning Standards: Math,Math,3,Number & Operations - Fractions,3.NF.A.2.a,Describe the numerator as representing the number of pieces being considered.
Missouri Learning Standards: Math,Math,3,Number & Operations - Fractions,3.NF.A.2.b,Describe the denominator as the number of pieces that make the whole.
Missouri Learning Standards: Math,Math,3,Number & Operations - Fractions,3.NF.A.3,Represent fractions on a number line.
Missouri Learning Standards: Math,Math,3,Number & Operations - Fractions,3.NF.A.3.a,Understand the whole is the interval from 0 to 1.
Missouri Learning Standards: Math,Math,3,Number & Operations - Fractions,3.NF.A.3.b,Understand the whole is partitioned into equal parts.
Missouri Learning Standards: Math,Math,3,Number & Operations - Fractions,3.NF.A.3.c,Understand a fraction represents the endpoint of the length a given number of partitions from 0.
Missouri Learning Standards: Math,Math,3,Number & Operations - Fractions,3.NF.A.4,"Demonstrate that two fractions are equivalent if they are the same size, or the same point on a number line."
Missouri Learning Standards: Math,Math,3,Number & Operations - Fractions,3.NF.A.5,"Recognize and generate equivalent fractions using visual models, and justify why the fractions are equivalent."
Missouri Learning Standards: Math,Math,3,Number & Operations - Fractions,3.NF.A.6,"Compare two fractions with the same numerator or denominator using the symbols >, = or <, and justify the solution."
Missouri Learning Standards: Math,Math,3,Number & Operations - Fractions,3.NF.A.7,Explain why fraction comparisons are only valid when the two fractions refer to the same whole.
Missouri Learning Standards: Math,Math,4,Number & Operations - Fractions,4.NF.A,Extend understanding of fraction equivalence and ordering.
Missouri Learning Standards: Math,Math,4,Number & Operations - Fractions,4.NF.A.1,Explain and/or illustrate why two fractions are equivalent.
Missouri Learning Standards: Math,Math,4,Number & Operations - Fractions,4.NF.A.2,Recognize and generate equivalent fractions.
Missouri Learning Standards: Math,Math,4,Number & Operations - Fractions,4.NF.A.3,"Compare two fractions using the symbols >, = or <, and justify the solution."
Missouri Learning Standards: Math,Math,4,Number & Operations - Fractions,4.NF.B,Extend understanding of operations on whole numbers to fraction operations.
Missouri Learning Standards: Math,Math,4,Number & Operations - Fractions,4.NF.B.4,Understand addition and subtraction of fractions as joining/composing and separating/decomposing parts referring to the same whole.
Missouri Learning Standards: Math,Math,4,Number & Operations - Fractions,4.NF.B.5,Decompose a fraction into a sum of fractions with the same denominator and record each decomposition with an equation and justification.
Missouri Learning Standards: Math,Math,4,Number & Operations - Fractions,4.NF.B.6,Solve problems involving adding and subtracting fractions and mixed numbers with like denominators.
Missouri Learning Standards: Math,Math,4,Number & Operations - Fractions,4.NF.B.7,Apply and extend previous understandings of multiplication to multiply a fraction by a whole number.
Missouri Learning Standards: Math,Math,4,Number & Operations - Fractions,4.NF.B.8,Solve problems involving multiplication of a fraction by a whole number.
Missouri Learning Standards: Math,Math,4,Number & Operations - Fractions,4.NF.C,"Understand decimal notation for fractions, and compare decimal fractions."
Missouri Learning Standards: Math,Math,4,Number & Operations - Fractions,4.NF.C.9,Use decimal notation for fractions with denominators of 10 or 100.
Missouri Learning Standards: Math,Math,4,Number & Operations - Fractions,4.NF.C.10,Understand that fractions and decimals are equivalent representations of the same quantity.
Missouri Learning Standards: Math,Math,4,Number & Operations - Fractions,4.NF.C.11,"Read, write and identify decimals to the hundredths place using number names, base ten numerals and expanded form."
Missouri Learning Standards: Math,Math,4,Number & Operations - Fractions,4.NF.C.12,"Compare two decimals to the hundredths place using the symbols >, = or <, and justify the solution."
Missouri Learning Standards: Math,Math,5,Number & Operations - Fractions,5.NF.A,Understand the relationship between fractions and decimals (denominators that are factors of 100).
Missouri Learning Standards: Math,Math,5,Number & Operations - Fractions,5.NF.A.1,Understand that parts of a whole can be expressed as fractions and/or decimals.
Missouri Learning Standards: Math,Math,5,Number & Operations - Fractions,5.NF.A.2,Convert decimals to fractions and fractions to decimals.
Missouri Learning Standards: Math,Math,5,Number & Operations - Fractions,5.NF.A.3,"Compare and order fractions and/or decimals to the thousandths place using the symbols >, = or <, and justify the solution."
Missouri Learning Standards: Math,Math,5,Number & Operations - Fractions,5.NF.B,Perform operations and solve problems with fractions and decimals.
Missouri Learning Standards: Math,Math,5,Number & Operations - Fractions,5.NF.B.4,"Estimate results of sums, differences and products with fractions and decimals to the thousandths."
Missouri Learning Standards: Math,Math,5,Number & Operations - Fractions,5.NF.B.5,Justify the reasonableness of a product when multiplying with fractions.
Missouri Learning Standards: Math,Math,5,Number & Operations - Fractions,5.NF.B.5.a,Estimate the size of the product based on the size of the two factors.
Missouri Learning Standards: Math,Math,5,Number & Operations - Fractions,5.NF.B.5.b,Explain why multiplying a given number by a fraction greater than 1 results in a product larger than the given number.
Missouri Learning Standards: Math,Math,5,Number & Operations - Fractions,5.NF.B.5.c,Explain why multiplying a given number by a fraction less than 1 results in a product smaller than the given number.
Missouri Learning Standards: Math,Math,5,Number & Operations - Fractions,5.NF.B.5.d,Explain why multiplying the numerator and denominator by the same number is equivalent to multiplying the fraction by 1.
Missouri Learning Standards: Math,Math,5,Number & Operations - Fractions,5.NF.B.6,"Solve problems involving addition and subtraction of fractions and mixed numbers with unlike denominators, and justify the solution."
Missouri Learning Standards: Math,Math,5,Number & Operations - Fractions,5.NF.B.7,Extend the concept of multiplication to multiply a fraction or whole number by a fraction.
Missouri Learning Standards: Math,Math,5,Number & Operations - Fractions,5.NF.B.7.a,Recognize the relationship between multiplying fractions and finding the areas of rectangles with fractional side lengths.
Missouri Learning Standards: Math,Math,5,Number & Operations - Fractions,5.NF.B.7.b,Calculate and interpret the product of a fraction by a whole number and a whole number by a fraction.
Missouri Learning Standards: Math,Math,5,Number & Operations - Fractions,5.NF.B.7.c,Calculate and interpret the product of two fractions less than one.
Missouri Learning Standards: Math,Math,5,Number & Operations - Fractions,5.NF.B.8,Extend the concept of division to divide unit fractions and whole numbers by using visual fraction models and equations.
Missouri Learning Standards: Math,Math,5,Number & Operations - Fractions,5.NF.B.8.a,Calculate and interpret the quotient of a unit fraction by a non-zero whole number.
Missouri Learning Standards: Math,Math,5,Number & Operations - Fractions,5.NF.B.8.b,Calculate and interpret the quotient of a whole number by a unit fraction.
Missouri Learning Standards: Math,Math,K,Relationships and Algebraic Thinking,K.RA.A,"Understand addition as putting together or adding to, and understand subtraction as taking apart or taking from."
Missouri Learning Standards: Math,Math,K,Relationships and Algebraic Thinking,K.RA.A.1,Represent addition and subtraction within 10.
Missouri Learning Standards: Math,Math,K,Relationships and Algebraic Thinking,K.RA.A.2,Demonstrate fluency for addition and subtraction within 5.
Missouri Learning Standards: Math,Math,K,Relationships and Algebraic Thinking,K.RA.A.3,Decompose numbers less than or equal to 10 in more than one way.
Missouri Learning Standards: Math,Math,K,Relationships and Algebraic Thinking,K.RA.A.4,Make 10 for any number from 1 to 9.
Missouri Learning Standards: Math,Math,1,Relationships and Algebraic Thinking,1.RA.A,Represent and solve problems involving addition and subtraction.
Missouri Learning Standards: Math,Math,1,Relationships and Algebraic Thinking,1.RA.A.1,Use addition and subtraction within 20 to solve problems.
Missouri Learning Standards: Math,Math,1,Relationships and Algebraic Thinking,1.RA.A.2,Solve problems that call for addition of three whole numbers whose sum is within 20.
Missouri Learning Standards: Math,Math,1,Relationships and Algebraic Thinking,1.RA.A.3,Develop the meaning of the equal sign and determine if equations involving addition and subtraction are true or false.
Missouri Learning Standards: Math,Math,1,Relationships and Algebraic Thinking,1.RA.A.4,Determine the unknown whole number in an addition or subtraction equation relating three whole numbers.
Missouri Learning Standards: Math,Math,1,Relationships and Algebraic Thinking,1.RA.B,Understand and apply properties of operations and the relationship between addition and subtraction.
Missouri Learning Standards: Math,Math,1,Relationships and Algebraic Thinking,1.RA.B.5,Use properties as strategies to add and subtract.
Missouri Learning Standards: Math,Math,1,Relationships and Algebraic Thinking,1.RA.B.6,Demonstrate that subtraction can be solved as an unknown-addend problem.
Missouri Learning Standards: Math,Math,1,Relationships and Algebraic Thinking,1.RA.C,Add and subtract within 20.
Missouri Learning Standards: Math,Math,1,Relationships and Algebraic Thinking,1.RA.C.7,Add and subtract within 20.
Missouri Learning Standards: Math,Math,1,Relationships and Algebraic Thinking,1.RA.C.8,Demonstrate fluency with addition and subtraction within 10.
Missouri Learning Standards: Math,Math,2,Relationships and Algebraic Thinking,2.RA.A,Add and subtract within 20.
Missouri Learning Standards: Math,Math,2,Relationships and Algebraic Thinking,2.RA.A.1,Demonstrate fluency with addition and subtraction within 20.
Missouri Learning Standards: Math,Math,2,Relationships and Algebraic Thinking,2.RA.B,Develop foundations for multiplication and division.
Missouri Learning Standards: Math,Math,2,Relationships and Algebraic Thinking,2.RA.B.2,"Determine if a set of objects has an odd or even number of members. Count by 2s to 100 starting with any even number. Express even numbers as pairings/groups of 2, and write an expression to represent the number using addends of 2. Express even numbers as being composed of equal groups and write an expression to represent the number with 2 equal addends."
Missouri Learning Standards: Math,Math,2,Relationships and Algebraic Thinking,2.RA.B.3,"Find the total number of objects arranged in a rectangular array with up to 5 rows and 5 columns, and write an equation to represent the total as a sum of equal addends."
Missouri Learning Standards: Math,Math,3,Relationships and Algebraic Thinking,3.RA.A,Represent and solve problems involving multiplication and division.
Missouri Learning Standards: Math,Math,3,Relationships and Algebraic Thinking,3.RA.A.1,Interpret products of whole numbers.
Missouri Learning Standards: Math,Math,3,Relationships and Algebraic Thinking,3.RA.A.2,Interpret quotients of whole numbers.
Missouri Learning Standards: Math,Math,3,Relationships and Algebraic Thinking,3.RA.A.3,Describe in words or drawings a problem that illustrates a multiplication or division situation.
Missouri Learning Standards: Math,Math,3,Relationships and Algebraic Thinking,3.RA.A.4,Use multiplication and division within 100 to solve problems.
Missouri Learning Standards: Math,Math,3,Relationships and Algebraic Thinking,3.RA.A.5,Determine the unknown number in a multiplication or division equation relating three whole numbers.
Missouri Learning Standards: Math,Math,3,Relationships and Algebraic Thinking,3.RA.B,Understand properties of multiplication and the relationship between multiplication and division.
Missouri Learning Standards: Math,Math,3,Relationships and Algebraic Thinking,3.RA.B.6,Apply properties of operations as strategies to multiply and divide.
Missouri Learning Standards: Math,Math,3,Relationships and Algebraic Thinking,3.RA.C,Multiply and divide within 100.
Missouri Learning Standards: Math,Math,3,Relationships and Algebraic Thinking,3.RA.C.7,Multiply and divide with numbers and results within 100 using strategies such as the relationship between multiplication and division or properties of operations. Know all products of two one-digit numbers.
Missouri Learning Standards: Math,Math,3,Relationships and Algebraic Thinking,3.RA.C.8,Demonstrate fluency with products within 100.
Missouri Learning Standards: Math,Math,3,Relationships and Algebraic Thinking,3.RA.D,Use the four operations to solve word problems.
Missouri Learning Standards: Math,Math,3,Relationships and Algebraic Thinking,3.RA.D.9,Write and solve two-step problems involving variables using any of the four operations.
Missouri Learning Standards: Math,Math,3,Relationships and Algebraic Thinking,3.RA.D.10,Interpret the reasonableness of answers using mental computation and estimation strategies including rounding.
Missouri Learning Standards: Math,Math,3,Relationships and Algebraic Thinking,3.RA.E,Identify and explain arithmetic patterns.
Missouri Learning Standards: Math,Math,3,Relationships and Algebraic Thinking,3.RA.E.11,Identify arithmetic patterns and explain the patterns using properties of operations.
Missouri Learning Standards: Math,Math,4,Relationships and Algebraic Thinking,4.RA.A,Use the four operations with whole numbers to solve problems.
Missouri Learning Standards: Math,Math,4,Relationships and Algebraic Thinking,4.RA.A.1,Multiply or divide to solve problems involving a multiplicative comparison.
Missouri Learning Standards: Math,Math,4,Relationships and Algebraic Thinking,4.RA.A.2,Solve multi-step whole number problems involving the four operations and variables and using estimation to interpret the reasonableness of the answer.
Missouri Learning Standards: Math,Math,4,Relationships and Algebraic Thinking,4.RA.A.3,"Solve whole number division problems involving variables in which remainders need to be interpreted, and justify the solution."
Missouri Learning Standards: Math,Math,4,Relationships and Algebraic Thinking,4.RA.B,Work with factors and multiples.
Missouri Learning Standards: Math,Math,4,Relationships and Algebraic Thinking,4.RA.B.4,Recognize that a whole number is a multiple of each of its factors and find the multiples for a given whole number.
Missouri Learning Standards: Math,Math,4,Relationships and Algebraic Thinking,4.RA.B.5,"Determine if a whole number within 100 is composite or prime, and find all factor pairs for whole numbers within 100."
Missouri Learning Standards: Math,Math,4,Relationships and Algebraic Thinking,4.RA.C,Generate and analyze patterns.
Missouri Learning Standards: Math,Math,4,Relationships and Algebraic Thinking,4.RA.C.6,Generate a number pattern that follows a given rule.
Missouri Learning Standards: Math,Math,4,Relationships and Algebraic Thinking,4.RA.C.7,Use words or mathematical symbols to express a rule for a given pattern.
Missouri Learning Standards: Math,Math,5,Relationships and Algebraic Thinking,5.RA.A,Represent and analyze patterns and relationships.
Missouri Learning Standards: Math,Math,5,Relationships and Algebraic Thinking,5.RA.A.1,Investigate the relationship between two numeric patterns.
Missouri Learning Standards: Math,Math,5,Relationships and Algebraic Thinking,5.RA.A.1.a,Generate two numeric patterns given two rules.
Missouri Learning Standards: Math,Math,5,Relationships and Algebraic Thinking,5.RA.A.1.b,Translate two numeric patterns into two sets of ordered pairs.
Missouri Learning Standards: Math,Math,5,Relationships and Algebraic Thinking,5.RA.A.1.c,Graph numeric patterns on the Cartesian coordinate plane.
Missouri Learning Standards: Math,Math,5,Relationships and Algebraic Thinking,5.RA.A.1.d,Identify the relationship between two numeric patterns.
Missouri Learning Standards: Math,Math,5,Relationships and Algebraic Thinking,5.RA.A.2,Write a rule to describe or explain a given numeric pattern.
Missouri Learning Standards: Math,Math,5,Relationships and Algebraic Thinking,5.RA.B,Write and interpret numerical expressions.
Missouri Learning Standards: Math,Math,5,Relationships and Algebraic Thinking,5.RA.B.3,"Write, evaluate and interpret numeric expressions using the order of operations."
Missouri Learning Standards: Math,Math,5,Relationships and Algebraic Thinking,5.RA.B.4,Translate written expressions into algebraic expressions.
Missouri Learning Standards: Math,Math,5,Relationships and Algebraic Thinking,5.RA.C,Use the four operations to represent and solve problems.
Missouri Learning Standards: Math,Math,5,Relationships and Algebraic Thinking,5.RA.C.5,"Solve and justify multi-step problems involving variables, whole numbers, fractions and decimals."
Missouri Learning Standards: Math,Math,K,Geometry and Measurement,K.GM.A,Reason with shapes and their attributes.
Missouri Learning Standards: Math,Math,K,Geometry and Measurement,K.GM.A.1,Describe several measureable attributes of objects.
Missouri Learning Standards: Math,Math,K,Geometry and Measurement,K.GM.A.2,Compare the measurable attributes of two objects.
Missouri Learning Standards: Math,Math,K,Geometry and Measurement,K.GM.B,Work with time and money.
Missouri Learning Standards: Math,Math,K,Geometry and Measurement,K.GM.B.3,Demonstrate an understanding of concepts of time and devices that measure time.
Missouri Learning Standards: Math,Math,K,Geometry and Measurement,K.GM.B.4,Name the days of the week.
Missouri Learning Standards: Math,Math,K,Geometry and Measurement,K.GM.B.5,"Identify pennies, nickels, dimes and quarters."
Missouri Learning Standards: Math,Math,K,Geometry and Measurement,K.GM.C,"Analyze squares, circles, triangles, rectangles, hexagons, cubes, cones, cylinders and spheres."
Missouri Learning Standards: Math,Math,K,Geometry and Measurement,K.GM.C.6,"Identify shapes and describe objects in the environment using names of shapes, recognizing the name stays the same regardless of orientation or size."
Missouri Learning Standards: Math,Math,K,Geometry and Measurement,K.GM.C.7,Describe the relative positions of objects in space.
Missouri Learning Standards: Math,Math,K,Geometry and Measurement,K.GM.C.8,"Identify and describe the attribute of shapes, and use the attributes to sort a collection of shapes."
Missouri Learning Standards: Math,Math,K,Geometry and Measurement,K.GM.C.9,Draw or model simple two-dimensional shapes.
Missouri Learning Standards: Math,Math,K,Geometry and Measurement,K.GM.C.10,Compose simple shapes to form larger shapes using manipulatives.
Missouri Learning Standards: Math,Math,1,Geometry and Measurement,1.GM.A,Reason with shapes and their attributes.
Missouri Learning Standards: Math,Math,1,Geometry and Measurement,1.GM.A.1,Distinguish between defining attributes versus non-defining attributes; build and draw shapes that possess defining attributes.
Missouri Learning Standards: Math,Math,1,Geometry and Measurement,1.GM.A.2,Compose and decompose two-and three-dimensional shapes to build an understanding of part-whole relationships and the properties of the original and composite shapes.
Missouri Learning Standards: Math,Math,1,Geometry and Measurement,1.GM.A.3,Recognize two-and three-dimensional shapes from different perspectives and orientations.
Missouri Learning Standards: Math,Math,1,Geometry and Measurement,1.GM.A.4,"Partition circles and rectangles into two or four equal shares, and describe the shares and the wholes verbally."
Missouri Learning Standards: Math,Math,1,Geometry and Measurement,1.GM.B,Measure lengths in non-standard units.
Missouri Learning Standards: Math,Math,1,Geometry and Measurement,1.GM.B.5,Order three or more objects by length.
Missouri Learning Standards: Math,Math,1,Geometry and Measurement,1.GM.B.6,Compare the lengths of two objects indirectly by using a third object.
Missouri Learning Standards: Math,Math,1,Geometry and Measurement,1.GM.B.7,Demonstrate the ability to measure length or distance using objects.
Missouri Learning Standards: Math,Math,1,Geometry and Measurement,1.GM.C,Work with time and money.
Missouri Learning Standards: Math,Math,1,Geometry and Measurement,1.GM.C.8,Tell and write time in hours and half-hours using analog and digital clocks.
Missouri Learning Standards: Math,Math,1,Geometry and Measurement,1.GM.C.9,"Know the value of a penny, nickel, dime and quarter."
Missouri Learning Standards: Math,Math,2,Geometry and Measurement,2.GM.A,Reason with shapes and their attributes.
Missouri Learning Standards: Math,Math,2,Geometry and Measurement,2.GM.A.1,"Recognize and draw shapes having specified attributes, such as a given number of angles or sides. Identify triangles, quadrilaterals, pentagons, hexagons, circles and cubes. Identify the faces of three-dimensional objects."
Missouri Learning Standards: Math,Math,2,Geometry and Measurement,2.GM.A.2,Partition a rectangle into rows and columns of same-size squares and count to find the total number of squares.
Missouri Learning Standards: Math,Math,2,Geometry and Measurement,2.GM.A.3,"Partition circles and rectangles into two, three or four equal shares, and describe the shares and the whole. Demonstrate that equal shares of identical wholes need not have the same shape."
Missouri Learning Standards: Math,Math,2,Geometry and Measurement,2.GM.B,Measure and estimate lengths in standard units.
Missouri Learning Standards: Math,Math,2,Geometry and Measurement,2.GM.B.4,Measure the length of an object by selecting and using appropriate tools.
Missouri Learning Standards: Math,Math,2,Geometry and Measurement,2.GM.B.5,Analyze the results of measuring the same object with different units.
Missouri Learning Standards: Math,Math,2,Geometry and Measurement,2.GM.B.6,"Estimate lengths using units of inches, feet, yards, centimeters and meters."
Missouri Learning Standards: Math,Math,2,Geometry and Measurement,2.GM.B.7,Measure to determine how much longer one object is than another.
Missouri Learning Standards: Math,Math,2,Geometry and Measurement,2.GM.C,Relate addition and subtraction to length.
Missouri Learning Standards: Math,Math,2,Geometry and Measurement,2.GM.C.8,Use addition and subtraction within 100 to solve problems involving lengths that are given in the same units.
Missouri Learning Standards: Math,Math,2,Geometry and Measurement,2.GM.C.9,"Represent whole numbers as lengths on a number line, and represent whole-number sums and differences within 100 on a number line."
Missouri Learning Standards: Math,Math,2,Geometry and Measurement,2.GM.D,Work with time and money.
Missouri Learning Standards: Math,Math,2,Geometry and Measurement,2.GM.D.10,"Tell and write time from analog and digital clocks to the nearest five minutes, using a.m. and p.m."
