Standard,Subject,Grade,Strand,Standard Number,Description
Missouri Learning Standards: Science,Science,5,Earth and Space Sciences,5.ESS2.A,"Develop a model using an example to describe ways the geosphere, biosphere, hydrosphere, and/or atmosphere interact."
Missouri Learning Standards: Science,Science,2,Earth and Space Sciences,2.ESS2.B,Develop a model to represent the shapes and kinds of land and bodies of water in an area.
Missouri Learning Standards: Science,Science,4,Earth and Space Sciences,4.ESS2.B,Analyze and interpret data from maps to describe patterns of Earth's features.
Missouri Learning Standards: Science,Science,2,Earth and Space Sciences,2.ESS2.C,Obtain information to identify where water is found on Earth and that it can be solid or liquid.
Missouri Learning Standards: Science,Science,5,Earth and Space Sciences,5.ESS2.C,Describe and graph the amounts and percentages of water and fresh water in various reservoirs to provide evidence about the distribution of water on Earth.
Missouri Learning Standards: Science,Science,K,Earth and Space Sciences,K.ESS2.D,Use and share observations of local weather conditions to describe patterns over time.
Missouri Learning Standards: Science,Science,1,Earth and Space Sciences,1.ESS2.D,"Identify patterns indicating relationships between bserved weather data and weather phenomena (e.g., temperature and types of precipitation, clouds and amounts of precipitation)."
Missouri Learning Standards: Science,Science,3,Earth and Space Sciences,3.ESS2.D.a,Represent data in tables and graphical displays to describe typical weather conditions expected during a particular season.
Missouri Learning Standards: Science,Science,3,Earth and Space Sciences,3.ESS2.D.b,Obtain and combine information to describe climates in different regions of the world.
Missouri Learning Standards: Science,Science,K,Earth and Space Sciences,K.ESS2.E,"With prompting and support, construct an argument using evidence for how plants and animals (including but not limited to humans) can change the environment to meet their needs."
Missouri Learning Standards: Science,Science,K,Earth and Space Sciences,K.ESS3.A,Use a model to represent the relationship between the needs of different plants or animals (including humans) and the places they live.
Missouri Learning Standards: Science,Science,4,Earth and Space Sciences,4.ESS3.A,Generate and compare multiple solutions to reduce the impacts of natural Earth processes on humans.
Missouri Learning Standards: Science,Science,K,Earth and Space Sciences,K.ESS3.B,"Communicate solutions that will reduce the impact of humans on the land, water, air, and/or other living things in the local environment."
Missouri Learning Standards: Science,Science,3,Earth and Space Sciences,3.ESS3.B,"Make a claim about the merit of an existing design solution (e.g. levies, tornado shelters, sea walls, etc.) that reduces the impacts of a weather-related hazard."
Missouri Learning Standards: Science,Science,5,Earth and Space Sciences,5.ESS3.C,Obtain and combine information about ways individual communities use science ideas to protect the Earth's resources and environment.
Missouri Learning Standards: Science,Science,K,"Engineering,Technology and applications of science",K.ETS1.A,"Ask questions, make observations, and gather information about a situation people want to change to define a simple problem that can be solved through the development of a new or improved object or tool."
Missouri Learning Standards: Science,Science,1,"Engineering,Technology and applications of science",1.ETS1.A,"Ask questions, make observations, and gather information about a situation people want to change to define a simple problem that can be solved through the development of a new or improved object or tool."
Missouri Learning Standards: Science,Science,2,"Engineering,Technology and applications of science",2.ETS1.A,"Ask questions, make observations, and gather information about a situation people want to change to define a simple problem that can be solved through the development of a new or improved object or tool."
Missouri Learning Standards: Science,Science,3,"Engineering,Technology and applications of science",3.ETS1.A,"Define a simple design problem reflecting a need or a want that includes specified criteria for success and constraints on materials, time, or cost."
Missouri Learning Standards: Science,Science,4,"Engineering,Technology and applications of science",4.ETS1.A,"Define a simple design problem reflecting a need or a want that includes specified criteria for success and constraints on materials, time, or cost."
Missouri Learning Standards: Science,Science,5,"Engineering,Technology and applications of science",5.ETS1.A,"Define a simple design problem reflecting a need or a want that includes specified criteria for success and constraints on materials, time, or cost."
Missouri Learning Standards: Science,Science,K,"Engineering,Technology and applications of science",K.ETS1.B,"Develop a simple sketch, drawing, or physical model to illustrate how the shape of an object helps it function as needed to solve a given problem."
Missouri Learning Standards: Science,Science,1,"Engineering,Technology and applications of science",1.ETS1.B,"Develop a simple sketch, drawing, or physical model to illustrate how the shape of an object helps it function as needed to solve a given problem."
Missouri Learning Standards: Science,Science,2,"Engineering,Technology and applications of science",2.ETS1.B,"Develop a simple sketch, drawing, or physical model to illustrate how the shape of an object helps it function as needed to solve a given problem."
Missouri Learning Standards: Science,Science,3,"Engineering,Technology and applications of science",3.ETS1.B,Generate and compare multiple possible solutions to a problem based on how well each is likely to meet the criteria and constraints of the problem.
Missouri Learning Standards: Science,Science,4,"Engineering,Technology and applications of science",4.ETS1.B,Generate and compare multiple possible solutions to a problem based on how well each is likely to meet the criteria and constraints of the problem.
Missouri Learning Standards: Science,Science,5,"Engineering,Technology and applications of science",5.ETS1.B,Generate and compare multiple possible solutions to a problem based on how well each is likely to meet the criteria and constraints of the problem.
Missouri Learning Standards: Science,Science,K,"Engineering,Technology and applications of science",K.ETS1.C,Analyze data from tests of two objects designed to solve the same problem to compare the strengths and weaknesses of how each performs.
Missouri Learning Standards: Science,Science,1,"Engineering,Technology and applications of science",1.ETS1.C,Analyze data from tests of two objects designed to solve the same problem to compare the strengths and weaknesses of how each performs.
Missouri Learning Standards: Science,Science,2,"Engineering,Technology and applications of science",2.ETS1.C,Analyze data from tests of two objects designed to solve the same problem to compare the strengths and weaknesses of how each performs.
Missouri Learning Standards: Science,Science,3,"Engineering,Technology and applications of science",3.ETS1.C,Plan and carry out fair tests in which variables are controlled and failure points are considered to identify aspects of a model or prototype that can be improved.
Missouri Learning Standards: Science,Science,4,"Engineering,Technology and applications of science",4.ETS1.C,Plan and carry out fair tests in which variables are controlled and failure points are considered to identify aspects of a model or prototype that can be improved.
Missouri Learning Standards: Science,Science,5,"Engineering,Technology and applications of science",5.ETS1.C,Plan and carry out fair tests in which variables are controlled and failure points are considered to identify aspects of a model or prototype that can be improved.
Missouri Learning Standards: Science,Science,6,Physical Sciences,6-8-PS1.A-1,Develop models to describe the atomic composition of simple molecules and extended structures.
Missouri Learning Standards: Science,Science,7,Physical Sciences,6-8-PS1.A-1,Develop models to describe the atomic composition of simple molecules and extended structures.
Missouri Learning Standards: Science,Science,8,Physical Sciences,6-8-PS1.A-1,Develop models to describe the atomic composition of simple molecules and extended structures.
Missouri Learning Standards: Science,Science,6,Physical Sciences,6-8-PS1.A-2,Analyze and interpret data on the properties of substances before and after the substances interact to determine if a chemical reaction has occurred.
Missouri Learning Standards: Science,Science,7,Physical Sciences,6-8-PS1.A-2,Analyze and interpret data on the properties of substances before and after the substances interact to determine if a chemical reaction has occurred.
Missouri Learning Standards: Science,Science,8,Physical Sciences,6-8-PS1.A-2,Analyze and interpret data on the properties of substances before and after the substances interact to determine if a chemical reaction has occurred.
Missouri Learning Standards: Science,Science,6,Physical Sciences,6-8-PS1.A-3,"Gather, analyze, and present information to describe that synthetic materials come from natural resources and how they impact society."
Missouri Learning Standards: Science,Science,7,Physical Sciences,6-8-PS1.A-3,"Gather, analyze, and present information to describe that synthetic materials come from natural resources and how they impact society."
Missouri Learning Standards: Science,Science,8,Physical Sciences,6-8-PS1.A-3,"Gather, analyze, and present information to describe that synthetic materials come from natural resources and how they impact society."
Missouri Learning Standards: Science,Science,6,Physical Sciences,6-8-PS1.A-4,"Develop a model that describes changes in particle motion, temperature, and state of a pure substance when thermal energy is added or removed."
Missouri Learning Standards: Science,Science,7,Physical Sciences,6-8-PS1.A-4,"Develop a model that describes changes in particle motion, temperature, and state of a pure substance when thermal energy is added or removed."
Missouri Learning Standards: Science,Science,8,Physical Sciences,6-8-PS1.A-4,"Develop a model that describes changes in particle motion, temperature, and state of a pure substance when thermal energy is added or removed."
Missouri Learning Standards: Science,Science,9,Physical Sciences,9-12-PS1.A-1,Use the organization of the periodic table to predict the relative properties of elements based on the patterns of electrons in the outermost energy level of atoms.
Missouri Learning Standards: Science,Science,10,Physical Sciences,9-12-PS1.A-1,Use the organization of the periodic table to predict the relative properties of elements based on the patterns of electrons in the outermost energy level of atoms.
Missouri Learning Standards: Science,Science,11,Physical Sciences,9-12-PS1.A-1,Use the organization of the periodic table to predict the relative properties of elements based on the patterns of electrons in the outermost energy level of atoms.
Missouri Learning Standards: Science,Science,12,Physical Sciences,9-12-PS1.A-1,Use the organization of the periodic table to predict the relative properties of elements based on the patterns of electrons in the outermost energy level of atoms.
Missouri Learning Standards: Science,Science,9,Physical Sciences,9-12-PS1.A-2,"Construct and revise an explanation for the products of a simple chemical reaction based on the outermost electron states of atoms, trends in the periodic table, and knowledge of the patterns of chemical properties."
Missouri Learning Standards: Science,Science,10,Physical Sciences,9-12-PS1.A-2,"Construct and revise an explanation for the products of a simple chemical reaction based on the outermost electron states of atoms, trends in the periodic table, and knowledge of the patterns of chemical properties."
Missouri Learning Standards: Science,Science,11,Physical Sciences,9-12-PS1.A-2,"Construct and revise an explanation for the products of a simple chemical reaction based on the outermost electron states of atoms, trends in the periodic table, and knowledge of the patterns of chemical properties."
Missouri Learning Standards: Science,Science,12,Physical Sciences,9-12-PS1.A-2,"Construct and revise an explanation for the products of a simple chemical reaction based on the outermost electron states of atoms, trends in the periodic table, and knowledge of the patterns of chemical properties."
Missouri Learning Standards: Science,Science,9,Physical Sciences,9-12-PS1.A-3,"Plan and conduct an investigation to gather evidence to compare physical and chemical properties of substances such as melting point, boiling point, vapor pressure, surface tension, and chemical reactivity to infer the relative strength of attractive forces between particles."
Missouri Learning Standards: Science,Science,10,Physical Sciences,9-12-PS1.A-3,"Plan and conduct an investigation to gather evidence to compare physical and chemical properties of substances such as melting point, boiling point, vapor pressure, surface tension, and chemical reactivity to infer the relative strength of attractive forces between particles."
Missouri Learning Standards: Science,Science,11,Physical Sciences,9-12-PS1.A-3,"Plan and conduct an investigation to gather evidence to compare physical and chemical properties of substances such as melting point, boiling point, vapor pressure, surface tension, and chemical reactivity to infer the relative strength of attractive forces between particles."
Missouri Learning Standards: Science,Science,12,Physical Sciences,9-12-PS1.A-3,"Plan and conduct an investigation to gather evidence to compare physical and chemical properties of substances such as melting point, boiling point, vapor pressure, surface tension, and chemical reactivity to infer the relative strength of attractive forces between particles."
Missouri Learning Standards: Science,Science,9,Physical Sciences,9-12-PS1.A-4,"Apply the concepts of bonding and crystalline/molecular structure to explain the macroscopic properties of various categories of structural materials, i.e. metals, ionic (ceramics), and polymers."
Missouri Learning Standards: Science,Science,10,Physical Sciences,9-12-PS1.A-4,"Apply the concepts of bonding and crystalline/molecular structure to explain the macroscopic properties of various categories of structural materials, i.e. metals, ionic (ceramics), and polymers."
Missouri Learning Standards: Science,Science,11,Physical Sciences,9-12-PS1.A-4,"Apply the concepts of bonding and crystalline/molecular structure to explain the macroscopic properties of various categories of structural materials, i.e. metals, ionic (ceramics), and polymers."
Missouri Learning Standards: Science,Science,12,Physical Sciences,9-12-PS1.A-4,"Apply the concepts of bonding and crystalline/molecular structure to explain the macroscopic properties of various categories of structural materials, i.e. metals, ionic (ceramics), and polymers."
Missouri Learning Standards: Science,Science,9,Physical Sciences,9-12-PS1.A-5,Develop a model to illustrate that the release or absorption of energy from a chemical reaction system depends upon the changes in total bond energy.
Missouri Learning Standards: Science,Science,10,Physical Sciences,9-12-PS1.A-5,Develop a model to illustrate that the release or absorption of energy from a chemical reaction system depends upon the changes in total bond energy.
Missouri Learning Standards: Science,Science,11,Physical Sciences,9-12-PS1.A-5,Develop a model to illustrate that the release or absorption of energy from a chemical reaction system depends upon the changes in total bond energy.
Missouri Learning Standards: Science,Science,12,Physical Sciences,9-12-PS1.A-5,Develop a model to illustrate that the release or absorption of energy from a chemical reaction system depends upon the changes in total bond energy.
Missouri Learning Standards: Science,Science,6,Physical Sciences,6-8-PS1.B-5,Develop and use a model to describe how the total number of atoms remains the same during a chemical reaction and thus mass is conserved.
Missouri Learning Standards: Science,Science,7,Physical Sciences,6-8-PS1.B-5,Develop and use a model to describe how the total number of atoms remains the same during a chemical reaction and thus mass is conserved.
Missouri Learning Standards: Science,Science,8,Physical Sciences,6-8-PS1.B-5,Develop and use a model to describe how the total number of atoms remains the same during a chemical reaction and thus mass is conserved.
Missouri Learning Standards: Science,Science,6,Physical Sciences,6-8-PS1.B-6,"Construct, test, and modify a device that either releases or absorbs thermal energy by chemical processes."
Missouri Learning Standards: Science,Science,7,Physical Sciences,6-8-PS1.B-6,"Construct, test, and modify a device that either releases or absorbs thermal energy by chemical processes."
Missouri Learning Standards: Science,Science,8,Physical Sciences,6-8-PS1.B-6,"Construct, test, and modify a device that either releases or absorbs thermal energy by chemical processes."
Missouri Learning Standards: Science,Science,9,Physical Sciences,9-12-PS1.B-6,Apply scientific principles and evidence to provide an explanation about the effects of changing the temperature or concentration of the reacting particles on the rate at which a reaction occurs.
Missouri Learning Standards: Science,Science,10,Physical Sciences,9-12-PS1.B-6,Apply scientific principles and evidence to provide an explanation about the effects of changing the temperature or concentration of the reacting particles on the rate at which a reaction occurs.
Missouri Learning Standards: Science,Science,11,Physical Sciences,9-12-PS1.B-6,Apply scientific principles and evidence to provide an explanation about the effects of changing the temperature or concentration of the reacting particles on the rate at which a reaction occurs.
Missouri Learning Standards: Science,Science,12,Physical Sciences,9-12-PS1.B-6,Apply scientific principles and evidence to provide an explanation about the effects of changing the temperature or concentration of the reacting particles on the rate at which a reaction occurs.
Missouri Learning Standards: Science,Science,9,Physical Sciences,9-12-PS1.B-7,Refine the design of a chemical system by specifying a change in conditions that would alter the amount of products at equilibrium.
Missouri Learning Standards: Science,Science,10,Physical Sciences,9-12-PS1.B-7,Refine the design of a chemical system by specifying a change in conditions that would alter the amount of products at equilibrium.
Missouri Learning Standards: Science,Science,11,Physical Sciences,9-12-PS1.B-7,Refine the design of a chemical system by specifying a change in conditions that would alter the amount of products at equilibrium.
Missouri Learning Standards: Science,Science,12,Physical Sciences,9-12-PS1.B-7,Refine the design of a chemical system by specifying a change in conditions that would alter the amount of products at equilibrium.
Missouri Learning Standards: Science,Science,9,Physical Sciences,9-12-PS1.B-8,"Use symbolic representations and mathematical calculations to support the claim that atoms, and therefore mass, are conserved during a chemical reaction."
Missouri Learning Standards: Science,Science,10,Physical Sciences,9-12-PS1.B-8,"Use symbolic representations and mathematical calculations to support the claim that atoms, and therefore mass, are conserved during a chemical reaction."
Missouri Learning Standards: Science,Science,11,Physical Sciences,9-12-PS1.B-8,"Use symbolic representations and mathematical calculations to support the claim that atoms, and therefore mass, are conserved during a chemical reaction."
Missouri Learning Standards: Science,Science,12,Physical Sciences,9-12-PS1.B-8,"Use symbolic representations and mathematical calculations to support the claim that atoms, and therefore mass, are conserved during a chemical reaction."
Missouri Learning Standards: Science,Science,9,Physical Sciences,9-12-PS1.C-9,"Use symbolic representations to illustrate the changes in the composition of the nucleus of the atom and the energy released during the processes of fission, fusion, and radioactive decay."
Missouri Learning Standards: Science,Science,10,Physical Sciences,9-12-PS1.C-9,"Use symbolic representations to illustrate the changes in the composition of the nucleus of the atom and the energy released during the processes of fission, fusion, and radioactive decay."
Missouri Learning Standards: Science,Science,11,Physical Sciences,9-12-PS1.C-9,"Use symbolic representations to illustrate the changes in the composition of the nucleus of the atom and the energy released during the processes of fission, fusion, and radioactive decay."
Missouri Learning Standards: Science,Science,12,Physical Sciences,9-12-PS1.C-9,"Use symbolic representations to illustrate the changes in the composition of the nucleus of the atom and the energy released during the processes of fission, fusion, and radioactive decay."
Missouri Learning Standards: Science,Science,6,Physical Sciences,6-8-PS2.A-1,Apply physics principles to design a solution that minimizes the force of an object during a collision and develop an evaluation of the solution.
Missouri Learning Standards: Science,Science,7,Physical Sciences,6-8-PS2.A-1,Apply physics principles to design a solution that minimizes the force of an object during a collision and develop an evaluation of the solution.
Missouri Learning Standards: Science,Science,8,Physical Sciences,6-8-PS2.A-1,Apply physics principles to design a solution that minimizes the force of an object during a collision and develop an evaluation of the solution.
Missouri Learning Standards: Science,Science,6,Physical Sciences,6-8-PS2.A-2,Plan and conduct an investigation to provide evidence that the change in an object's motion depends on the sum of the forces on the object and the mass of the object.
Missouri Learning Standards: Science,Science,7,Physical Sciences,6-8-PS2.A-2,Plan and conduct an investigation to provide evidence that the change in an object's motion depends on the sum of the forces on the object and the mass of the object.
Missouri Learning Standards: Science,Science,8,Physical Sciences,6-8-PS2.A-2,Plan and conduct an investigation to provide evidence that the change in an object's motion depends on the sum of the forces on the object and the mass of the object.
Missouri Learning Standards: Science,Science,9,Physical Sciences,9-12-PS2.A-1,"Analyze data to support and verify the concepts expressed by Newton's 2nd law of motion, as it describes the mathematical relationship among the net force on a macroscopic object, its mass, and its acceleration."
Missouri Learning Standards: Science,Science,10,Physical Sciences,9-12-PS2.A-1,"Analyze data to support and verify the concepts expressed by Newton's 2nd law of motion, as it describes the mathematical relationship among the net force on a macroscopic object, its mass, and its acceleration."
Missouri Learning Standards: Science,Science,11,Physical Sciences,9-12-PS2.A-1,"Analyze data to support and verify the concepts expressed by Newton's 2nd law of motion, as it describes the mathematical relationship among the net force on a macroscopic object, its mass, and its acceleration."
Missouri Learning Standards: Science,Science,12,Physical Sciences,9-12-PS2.A-1,"Analyze data to support and verify the concepts expressed by Newton's 2nd law of motion, as it describes the mathematical relationship among the net force on a macroscopic object, its mass, and its acceleration."
Missouri Learning Standards: Science,Science,9,Physical Sciences,9-12-PS2.A-2,Use mathematical representations to support and verify the concepts that the total momentum of a system of objects is conserved when there is no net force on the system.
Missouri Learning Standards: Science,Science,10,Physical Sciences,9-12-PS2.A-2,Use mathematical representations to support and verify the concepts that the total momentum of a system of objects is conserved when there is no net force on the system.
Missouri Learning Standards: Science,Science,11,Physical Sciences,9-12-PS2.A-2,Use mathematical representations to support and verify the concepts that the total momentum of a system of objects is conserved when there is no net force on the system.
Missouri Learning Standards: Science,Science,12,Physical Sciences,9-12-PS2.A-2,Use mathematical representations to support and verify the concepts that the total momentum of a system of objects is conserved when there is no net force on the system.
Missouri Learning Standards: Science,Science,9,Physical Sciences,9-12-PS2.A-3,"Apply scientific principles of motion and momentum to design, evaluate, and refine a device that minimizes the force on a macroscopic object during a collision."
Missouri Learning Standards: Science,Science,10,Physical Sciences,9-12-PS2.A-3,"Apply scientific principles of motion and momentum to design, evaluate, and refine a device that minimizes the force on a macroscopic object during a collision."
Missouri Learning Standards: Science,Science,11,Physical Sciences,9-12-PS2.A-3,"Apply scientific principles of motion and momentum to design, evaluate, and refine a device that minimizes the force on a macroscopic object during a collision."
Missouri Learning Standards: Science,Science,12,Physical Sciences,9-12-PS2.A-3,"Apply scientific principles of motion and momentum to design, evaluate, and refine a device that minimizes the force on a macroscopic object during a collision."
Missouri Learning Standards: Science,Science,6,Physical Sciences,6-8-PS2.B-3,Analyze diagrams and collect data to determine the factors that affect the strength of electric and magnetic forces.
Missouri Learning Standards: Science,Science,7,Physical Sciences,6-8-PS2.B-3,Analyze diagrams and collect data to determine the factors that affect the strength of electric and magnetic forces.
Missouri Learning Standards: Science,Science,8,Physical Sciences,6-8-PS2.B-3,Analyze diagrams and collect data to determine the factors that affect the strength of electric and magnetic forces.
Missouri Learning Standards: Science,Science,6,Physical Sciences,6-8-PS2.B-4,Create and analyze a graph to use as evidence to support the claim that gravitational interactions depend on the mass of interacting objects.
Missouri Learning Standards: Science,Science,7,Physical Sciences,6-8-PS2.B-4,Create and analyze a graph to use as evidence to support the claim that gravitational interactions depend on the mass of interacting objects.
