Standard,Subject,Grade,Strand,Standard Number,Description
New York Standards,Math,8,Mathematical Practice,MP.4,Model with mathematics.
New York Standards,Math,PK,Mathematical Practice,MP.5,Use appropriate tools strategically.
New York Standards,Math,K,Mathematical Practice,MP.5,Use appropriate tools strategically.
New York Standards,Math,1,Mathematical Practice,MP.5,Use appropriate tools strategically.
New York Standards,Math,2,Mathematical Practice,MP.5,Use appropriate tools strategically.
New York Standards,Math,3,Mathematical Practice,MP.5,Use appropriate tools strategically.
New York Standards,Math,4,Mathematical Practice,MP.5,Use appropriate tools strategically.
New York Standards,Math,5,Mathematical Practice,MP.5,Use appropriate tools strategically.
New York Standards,Math,6,Mathematical Practice,MP.5,Use appropriate tools strategically.
New York Standards,Math,7,Mathematical Practice,MP.5,Use appropriate tools strategically.
New York Standards,Math,8,Mathematical Practice,MP.5,Use appropriate tools strategically.
New York Standards,Math,PK,Mathematical Practice,MP.6,Attend to precision.
New York Standards,Math,K,Mathematical Practice,MP.6,Attend to precision.
New York Standards,Math,1,Mathematical Practice,MP.6,Attend to precision.
New York Standards,Math,2,Mathematical Practice,MP.6,Attend to precision.
New York Standards,Math,3,Mathematical Practice,MP.6,Attend to precision.
New York Standards,Math,4,Mathematical Practice,MP.6,Attend to precision.
New York Standards,Math,5,Mathematical Practice,MP.6,Attend to precision.
New York Standards,Math,6,Mathematical Practice,MP.6,Attend to precision.
New York Standards,Math,7,Mathematical Practice,MP.6,Attend to precision.
New York Standards,Math,8,Mathematical Practice,MP.6,Attend to precision.
New York Standards,Math,PK,Mathematical Practice,MP.7,Look for and make use of structure.
New York Standards,Math,K,Mathematical Practice,MP.7,Look for and make use of structure.
New York Standards,Math,1,Mathematical Practice,MP.7,Look for and make use of structure.
New York Standards,Math,2,Mathematical Practice,MP.7,Look for and make use of structure.
New York Standards,Math,3,Mathematical Practice,MP.7,Look for and make use of structure.
New York Standards,Math,4,Mathematical Practice,MP.7,Look for and make use of structure.
New York Standards,Math,5,Mathematical Practice,MP.7,Look for and make use of structure.
New York Standards,Math,6,Mathematical Practice,MP.7,Look for and make use of structure.
New York Standards,Math,7,Mathematical Practice,MP.7,Look for and make use of structure.
New York Standards,Math,8,Mathematical Practice,MP.7,Look for and make use of structure.
New York Standards,Math,PK,Mathematical Practice,MP.8,Look for and express regularity in repeated reasoning.
New York Standards,Math,K,Mathematical Practice,MP.8,Look for and express regularity in repeated reasoning.
New York Standards,Math,1,Mathematical Practice,MP.8,Look for and express regularity in repeated reasoning.
New York Standards,Math,2,Mathematical Practice,MP.8,Look for and express regularity in repeated reasoning.
New York Standards,Math,3,Mathematical Practice,MP.8,Look for and express regularity in repeated reasoning.
New York Standards,Math,4,Mathematical Practice,MP.8,Look for and express regularity in repeated reasoning.
New York Standards,Math,5,Mathematical Practice,MP.8,Look for and express regularity in repeated reasoning.
New York Standards,Math,6,Mathematical Practice,MP.8,Look for and express regularity in repeated reasoning.
New York Standards,Math,7,Mathematical Practice,MP.8,Look for and express regularity in repeated reasoning.
New York Standards,Math,8,Mathematical Practice,MP.8,Look for and express regularity in repeated reasoning.
New York Standards,Math,PK,Counting & Cardinality,NY-PK-K.CC.A,Know number names and the count sequence.
New York Standards,Math,K,Counting & Cardinality,NY-PK-K.CC.A,Know number names and the count sequence.
New York Standards,Math,PK,Counting & Cardinality,NY-PK.CC.1,Count to 20.
New York Standards,Math,PK,Counting & Cardinality,NY-PK.CC.2,"Represent a number of objects (0-5), with a written numeral 0–5 (with 0 representing a count of no objects)."
New York Standards,Math,K,Counting & Cardinality,NY-K.CC.1,Count to 100 by ones and by tens.
New York Standards,Math,K,Counting & Cardinality,NY-K.CC.2,Count to 100 by ones beginning from any given number (instead of beginning at 1).
New York Standards,Math,K,Counting & Cardinality,NY-K.CC.3,Write numbers from 0 to 20. Represent a number of objects with a written numeral 0-20 (with 0 representing a count of no objects).
New York Standards,Math,PK,Counting & Cardinality,NY-PK-K.CC.B,Count to tell the number of objects.
New York Standards,Math,K,Counting & Cardinality,NY-PK-K.CC.B,Count to tell the number of objects.
New York Standards,Math,PK,Counting & Cardinality,NY-PK.CC.3,Understand the relationship between numbers and quantities to 10; connect counting to cardinality.
New York Standards,Math,PK,Counting & Cardinality,NY-PK.CC.3.a,"When counting objects, say the number names in the standard order, pairing each object with one and only one number name and each number name with one and only one object. (1:1 correspondence"
New York Standards,Math,PK,Counting & Cardinality,NY-PK.CC.3.b,"Explore and develop the concept that the last number name said tells the number of objects counted, (cardinality). The number of objects is the same regardless of their arrangement or the order in which they were counted."
New York Standards,Math,PK,Counting & Cardinality,NY-PK.CC.4.a,"Answer counting questions using as many as 10 objects arranged in a line, a rectangular array, and a circle. Answer counting questions using as many as 5 objects in a scattered configuration."
New York Standards,Math,PK,Counting & Cardinality,NY-PK.CC.4.b,"Given a number from 1–10, count out that many objects."
New York Standards,Math,K,Counting & Cardinality,NY-K.CC.4,Understand the relationship between numbers and quantities up to 20; connect counting to cardinality.
New York Standards,Math,K,Counting & Cardinality,NY-K.CC.4.a,"When counting objects, say the number names in the standard order, pairing each object with one and only one number name and each number name with one and only one object. (1:1 correspondence)"
New York Standards,Math,K,Counting & Cardinality,NY-K.CC.4.b,"Understand that the last number name said tells the number of objects counted, (cardinality). The number of objects is the same regardless of their arrangement or the order in which they were counted."
New York Standards,Math,K,Counting & Cardinality,NY-K.CC.4.c,Understand the concept that each successive number name refers to a quantity that is one larger.
New York Standards,Math,K,Counting & Cardinality,NY-K.CC.4.d,Understand the concept of ordinal numbers (first through tenth) to describe the relative position and magnitude of whole numbers.
New York Standards,Math,K,Counting & Cardinality,NY-K.CC.5.a,"Answer counting questions using as many as 20 objects arranged in a line, a rectangular array, and a circle. Answer counting questions using as many as 10 objects in a scattered configuration."
New York Standards,Math,K,Counting & Cardinality,NY-K.CC.5.b,"Given a number from 1–20, count out that many objects."
New York Standards,Math,PK,Counting & Cardinality,NY-PK-K.CC.C,Compare numbers.
New York Standards,Math,K,Counting & Cardinality,NY-PK-K.CC.C,Compare numbers.
New York Standards,Math,PK,Counting & Cardinality,NY-PK.CC.5,"Recognize whether the number of objects in one group is more than, fewer than, or equal to (the same as) the number of objects in another group."
New York Standards,Math,PK,Counting & Cardinality,NY-PK.CC.6,Identify 'first' and 'last' related to order or position.
New York Standards,Math,K,Counting & Cardinality,NY-K.CC.6,"Identify whether the number of objects in one group is greater than (more than), less than (fewer than), or equal to (the same as) the number of objects in another group."
New York Standards,Math,K,Counting & Cardinality,NY-K.CC.7,Compare two numbers between 1 and 10 presented as written numerals.
New York Standards,Math,PK,Operations & Algebraic Thinking,NY-PK.OA.A,Understand addition as adding to and understand subtraction as taking from.
New York Standards,Math,PK,Operations & Algebraic Thinking,NY-PK.OA.1,"Explore addition and subtraction by using objects, fingers, and responding to real world situations."
New York Standards,Math,K,Operations & Algebraic Thinking,NY-K.OA.A,"Understand addition as putting together and adding to, and understand subtraction as taking apart and taking from."
New York Standards,Math,K,Operations & Algebraic Thinking,NY-K.OA.1,"Represent addition and subtraction using objects, fingers, pennies, drawings, sounds, acting out situations, verbal explanations, expressions, equations, or other strategies."
New York Standards,Math,K,Operations & Algebraic Thinking,NY-K.OA.2.a,Add and subtract within 10.
New York Standards,Math,K,Operations & Algebraic Thinking,NY-K.OA.2.b,Solve addition and subtraction word problems within 10.
New York Standards,Math,K,Operations & Algebraic Thinking,NY-K.OA.3,Decompose numbers less than or equal to 10 into pairs in more than one way.
New York Standards,Math,K,Operations & Algebraic Thinking,NY-K.OA.4,Find the number that makes 10 when given a number from 1 to 9.
New York Standards,Math,K,Operations & Algebraic Thinking,NY-K.OA.5,Fluently add and subtract within 5.
New York Standards,Math,PK,Operations & Algebraic Thinking,NY-PK-K.OA.A,Understand simple patterns.
New York Standards,Math,K,Operations & Algebraic Thinking,NY-PK-K.OA.A,Understand simple patterns.
New York Standards,Math,PK,Operations & Algebraic Thinking,NY-PK.OA.2,Duplicate and extend simple patterns using concrete objects.
New York Standards,Math,K,Operations & Algebraic Thinking,NY-K.OA.6,"Duplicate, extend, and create simple patterns using concrete objects."
New York Standards,Math,1,Operations & Algebraic Thinking,NY-1-2.OA.A,Represent and solve problems involving addition and subtraction.
New York Standards,Math,2,Operations & Algebraic Thinking,NY-1-2.OA.A,Represent and solve problems involving addition and subtraction.
New York Standards,Math,1,Operations & Algebraic Thinking,NY-1.OA.1,"Use addition and subtraction within 20 to solve one step word problems involving situations of adding to, taking from, putting together, taking apart, and/or comparing, with unknowns in all positions."
New York Standards,Math,1,Operations & Algebraic Thinking,NY-1.OA.2,Solve word problems that call for addition of three whole numbers whose sum is less than or equal to 20.
New York Standards,Math,2,Operations & Algebraic Thinking,NY-2.OA.1.a,"Use addition and subtraction within 100 to solve one-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions."
New York Standards,Math,2,Operations & Algebraic Thinking,NY-2.OA.1.b,"Use addition and subtraction within 100 to develop an understanding of solving two-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions."
New York Standards,Math,1,Operations & Algebraic Thinking,NY-1.OA.A,Understand and apply properties of operations and the relationship between addition and subtraction.
New York Standards,Math,1,Operations & Algebraic Thinking,NY-1.OA.3,Apply properties of operations as strategies to add and subtract.
New York Standards,Math,1,Operations & Algebraic Thinking,NY-1.OA.4,Understand subtraction as an unknown-addend problem within 20.
New York Standards,Math,1,Operations & Algebraic Thinking,NY-1-2.OA.B,Add and subtract within 20.
New York Standards,Math,2,Operations & Algebraic Thinking,NY-1-2.OA.B,Add and subtract within 20.
New York Standards,Math,1,Operations & Algebraic Thinking,NY-1.OA.5,Relate counting to addition and subtraction.
New York Standards,Math,1,Operations & Algebraic Thinking,NY-1.OA.6.a,Add and subtract within 20. Use strategies such as:<ul><li>counting on;</li><li>making ten;</li><li>decomposing a number leading to a ten;</li><li>using the relationship between addition and subtraction; and</li><li>creating equivalent but easier or known sums.</li></ul>
New York Standards,Math,2,Operations & Algebraic Thinking,NY-2.OA.2.a,Fluently add and subtract within 20 using mental strategies. Strategies could include:<ul><li>counting on;</li><li>making ten;</li><li>decomposing a number leading to a ten;</li><li>using the relationship between addition and subtraction; and</li><li>creating equivalent but easier or known sums.</li></ul>
New York Standards,Math,2,Operations & Algebraic Thinking,NY-2.OA.2.b,Know from memory all sums within 20 of two one-digit numbers.
New York Standards,Math,1,Operations & Algebraic Thinking,NY-1.OA.B,Work with addition and subtraction equations.
New York Standards,Math,1,Operations & Algebraic Thinking,NY-1.OA.7,"Understand the meaning of the equal sign, and determine if equations involving addition and subtraction are true or false."
New York Standards,Math,1,Operations & Algebraic Thinking,NY-1.OA.8,Determine the unknown whole number in an addition or subtraction equation with the unknown in all positions.
New York Standards,Math,2,Operations & Algebraic Thinking,NY-2.OA.A,Work with equal groups of objects to gain foundations for multiplication.
New York Standards,Math,2,Operations & Algebraic Thinking,NY-2.OA.3.a,Determine whether a group of objects (up to 20) has an odd or even number of members.
New York Standards,Math,2,Operations & Algebraic Thinking,NY-2.OA.3.b,Write an equation to express an even number as a sum of two equal addends.
New York Standards,Math,2,Operations & Algebraic Thinking,NY-2.OA.4,Use addition to find the total number of objects arranged in rectangular arrays with up to 5 rows and up to 5 columns. Write an equation to express the total as a sum of equal addends.
New York Standards,Math,3,Operations & Algebraic Thinking,NY-3.OA.A,Represent and solve problems involving multiplication and division.
New York Standards,Math,3,Operations & Algebraic Thinking,NY-3.OA.1,Interpret products of whole numbers.
New York Standards,Math,3,Operations & Algebraic Thinking,NY-3.OA.2,Interpret whole-number quotients of whole numbers.
New York Standards,Math,3,Operations & Algebraic Thinking,NY-3.OA.3,"Use multiplication and division within 100 to solve word problems in situations involving equal groups, arrays, and measurement quantities."
New York Standards,Math,3,Operations & Algebraic Thinking,NY-3.OA.4,Determine the unknown whole number in a multiplication or division equation relating three whole numbers.
New York Standards,Math,3,Operations & Algebraic Thinking,NY-3.OA.B,Understand properties of multiplication and the relationship between multiplication and division.
New York Standards,Math,3,Operations & Algebraic Thinking,NY-3.OA.5,Apply properties of operations as strategies to multiply and divide.
New York Standards,Math,3,Operations & Algebraic Thinking,NY-3.OA.6,Understand division as an unknown-factor problem.
New York Standards,Math,3,Operations & Algebraic Thinking,NY-3.OA.C,Multiply and divide within 100.
New York Standards,Math,3,Operations & Algebraic Thinking,NY-3.OA.7.a,"Fluently solve single-digit multiplication and related divisions, using strategies such as the relationship between multiplication and division or properties of operations."
New York Standards,Math,3,Operations & Algebraic Thinking,NY-3.OA.7.b,Know from memory all products of two one-digit numbers.
New York Standards,Math,3,Operations & Algebraic Thinking,NY-3.OA.D,"Solve problems involving the four operations, and identify and extend patterns in arithmetic."
New York Standards,Math,3,Operations & Algebraic Thinking,NY-3.OA.8,Solve two-step word problems posed with whole numbers and having whole-number answers using the four operations.
New York Standards,Math,3,Operations & Algebraic Thinking,NY-3.OA.8.a,Represent these problems using equations or expressions with a letter standing for the unknown quantity.
New York Standards,Math,3,Operations & Algebraic Thinking,NY-3.OA.8.b,Assess the reasonableness of answers using mental computation and estimation strategies including rounding.
New York Standards,Math,3,Operations & Algebraic Thinking,NY-3.OA.9,Identify and extend arithmetic patterns (including patterns in the addition table or multiplication table).
New York Standards,Math,4,Operations & Algebraic Thinking,NY-4.OA.A,Use the four operations with whole numbers to solve problems.
New York Standards,Math,4,Operations & Algebraic Thinking,NY-4.OA.1,Interpret a multiplication equation as a comparison. Represent verbal statements of multiplicative comparisons as multiplication equations.
New York Standards,Math,4,Operations & Algebraic Thinking,NY-4.OA.2,"Multiply or divide to solve word problems involving multiplicative comparison, distinguishing multiplicative comparison from additive comparison. Use drawings and equations with a symbol for the unknown number to represent the problem."
New York Standards,Math,4,Operations & Algebraic Thinking,NY-4.OA.3,"Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted."
New York Standards,Math,4,Operations & Algebraic Thinking,NY-4.OA.3.a,Represent these problems using equations or expressions with a letter standing for the unknown quantity. b. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.
New York Standards,Math,4,Operations & Algebraic Thinking,NY-4.OA.B,Gain familiarity with factors and multiples.
New York Standards,Math,4,Operations & Algebraic Thinking,NY-4.OA.4,Find all factor pairs for a whole number in the range 1–100. Recognize that a whole number is a multiple of each of its factors. Determine whether a given whole number in the range 1–100 is a multiple of a given one-digit number. Determine whether a given whole number in the range 1-100 is prime or composite.
New York Standards,Math,4,Operations & Algebraic Thinking,NY-4.OA.C,Generate and analyze patterns.
New York Standards,Math,4,Operations & Algebraic Thinking,NY-4.OA.5,Generate a number or shape pattern that follows a given rule. Identify and informally explain apparent features of the pattern that were not explicit in the rule itself.
New York Standards,Math,5,Operations & Algebraic Thinking,NY-5.OA.A,Write and interpret numerical expressions.
New York Standards,Math,5,Operations & Algebraic Thinking,NY-5.OA.1,Apply the order of operations to evaluate numerical expressions.
New York Standards,Math,5,Operations & Algebraic Thinking,NY-5.OA.2,"Write simple expressions that record calculations with numbers, and interpret numerical expressions without evaluating them."
New York Standards,Math,5,Operations & Algebraic Thinking,NY-5.OA.B,Analyze patterns and relationships.
New York Standards,Math,5,Operations & Algebraic Thinking,NY-5.OA.3,"Generate two numerical patterns using two given rules. Identify apparent relationships between corresponding terms. Form ordered pairs consisting of corresponding terms from the two patterns, and graph the ordered pairs on a coordinate plane."
New York Standards,Math,PK,Measurement & Data,NY-PK-K.MD.A,Describe and compare measurable attributes.
New York Standards,Math,K,Measurement & Data,NY-PK-K.MD.A,Describe and compare measurable attributes.
New York Standards,Math,PK,Measurement & Data,NY-PK.MD.1,"Identify measurable attributes of objects, such as length or weight, and describe them using appropriate vocabulary."
New York Standards,Math,K,Measurement & Data,NY-K.MD.1,"Describe measurable attributes of an object(s), such as length or weight, using appropriate vocabulary."
New York Standards,Math,K,Measurement & Data,NY-K.MD.2,Directly compare two objects with a common measurable attribute and describe the difference.
New York Standards,Math,PK,Measurement & Data,NY-PK.MD.A,Sort objects and count the number of objects in each category.
New York Standards,Math,PK,Measurement & Data,NY-PK.MD.2,Sort objects and shapes into categories; count the objects in each category.
New York Standards,Math,K,Measurement & Data,NY-K.MD.A,Classify objects and count the number of objects in each category.
New York Standards,Math,K,Measurement & Data,NY-K.MD.3,Classify objects into given categories; count the objects in each category and sort the categories by count.
New York Standards,Math,K,Measurement & Data,NY-K.MD.4,"Explore coins (pennies, nickels, dimes, and quarters) and begin identifying pennies and dimes."
New York Standards,Math,1,Measurement & Data,NY-1.MD.A,Measure lengths indirectly and by iterating length units.
New York Standards,Math,1,Measurement & Data,NY-1.MD.1,Order three objects by length; compare the lengths of two objects indirectly by using a third object.
New York Standards,Math,1,Measurement & Data,NY-1.MD.2,Measure the length of an object using same-size 'length units' placed end to end with no gaps or overlaps. Express the length of an object as a whole number of 'length units.'
New York Standards,Math,1,Measurement & Data,NY-1.MD.B,Tell and write time and money.
New York Standards,Math,1,Measurement & Data,NY-1.MD.3.a,"Tell and write time in hours and half-hours using analog and digital clocks. Develop an understanding of common terms, such as, but not limited to, o'clock and half past."
New York Standards,Math,1,Measurement & Data,NY-1.MD.3.b,"Recognize and identify coins (penny, nickel, dime, and quarter) and their value and use the cent symbol (¢) appropriately."
New York Standards,Math,1,Measurement & Data,NY-1.MD.3.c,Count a mixed collection of dimes and pennies and determine the cent value (total not to exceed 100 cents).
New York Standards,Math,2,Measurement & Data,NY-2.MD.A,Measure and estimate lengths in standard units.
New York Standards,Math,2,Measurement & Data,NY-2.MD.1,"Measure the length of an object to the nearest whole by selecting and using appropriate tools such as rulers, yardsticks, meter sticks, and measuring tapes."
New York Standards,Math,2,Measurement & Data,NY-2.MD.2,"Measure the length of an object twice, using different 'length units' for the two measurements; describe how the two measurements relate to the size of the unit chosen."
New York Standards,Math,2,Measurement & Data,NY-2.MD.3,"Estimate lengths using units of inches, feet, centimeters, and meters."
New York Standards,Math,2,Measurement & Data,NY-2.MD.4,"Measure to determine how much longer one object is than another, expressing the length difference in terms of a standard 'length unit.'"
New York Standards,Math,2,Measurement & Data,NY-2.MD.B,Relate addition and subtraction to length.
New York Standards,Math,2,Measurement & Data,NY-2.MD.5,Use addition and subtraction within 100 to solve word problems involving lengths that are given in the same units.
New York Standards,Math,2,Measurement & Data,NY-2.MD.6,"Represent whole numbers as lengths from 0 on a number line with equally spaced points corresponding to the numbers 0, 1, 2, …, and represent whole-number sums and differences within 100 on a number line."
New York Standards,Math,2,Measurement & Data,NY-2.MD.C,Work with time and money.
New York Standards,Math,2,Measurement & Data,NY-2.MD.7,"Tell and write time from analog and digital clocks in five minute increments, using a.m. and p.m. Develop an understanding of common terms, such as, but not limited to, quarter past, half past, and quarter to."
New York Standards,Math,2,Measurement & Data,NY-2.MD.8.a,Count a mixed collection of coins whose sum is less than or equal to one dollar.
New York Standards,Math,2,Measurement & Data,NY-2.MD.8.b,"Solve real world and mathematical problems within one dollar involving quarters, dimes, nickels, and pennies, using the ¢ (cent) symbol appropriately."
New York Standards,Math,3,Measurement & Data,NY-3.MD.A,"Solve problems involving measurement and estimation of intervals of time, liquid volumes, and masses of objects."
New York Standards,Math,3,Measurement & Data,NY-3.MD.1,Tell and write time to the nearest minute and measure time intervals in minutes. Solve one-step word problems involving addition and subtraction of time intervals in minutes.
New York Standards,Math,3,Measurement & Data,NY-3.MD.2.a,"Measure and estimate liquid volumes and masses of objects using grams (g), kilograms (kg), and liters (l)."
New York Standards,Math,3,Measurement & Data,NY-3.MD.2.b,"Add, subtract, multiply, or divide to solve one-step word problems involving masses or liquid volumes that are given in the same units."
New York Standards,Math,3,Measurement & Data,NY-3.MD.B,Geometric measurement: understand concepts of area and relate area to multiplication and to addition.
New York Standards,Math,3,Measurement & Data,NY-3.MD.5,Recognize area as an attribute of plane figures and understand concepts of area measurement.
New York Standards,Math,3,Measurement & Data,NY-3.MD.5.a,"Recognize a square with side length 1 unit, called 'a unit square,' is said to have 'one square unit' of area, and can be used to measure area."
New York Standards,Math,3,Measurement & Data,NY-3.MD.5.b,Recognize a plane figure which can be covered without gaps or overlaps by n unit squares is said to have an area of n square units.
New York Standards,Math,3,Measurement & Data,NY-3.MD.6,Measure areas by counting unit squares.
New York Standards,Math,3,Measurement & Data,NY-3.MD.7,Relate area to the operations of multiplication and addition.
New York Standards,Math,3,Measurement & Data,NY-3.MD.7.a,"Find the area of a rectangle with whole-number side lengths by tiling it, and show that the area is the same as would be found by multiplying the side lengths."
New York Standards,Math,3,Measurement & Data,NY-3.MD.7.b,"Multiply side lengths to find areas of rectangles with whole-number side lengths in the context of solving real world and mathematical problems, and represent whole-number products as rectangular areas in mathematical reasoning."
New York Standards,Math,3,Measurement & Data,NY-3.MD.7.c,Use tiling to show in a concrete case that the area of a rectangle with whole-number side length a and side length b + c is the sum of a × b and a × c. Use area models to represent the distributive property in mathematical reasoning.
New York Standards,Math,3,Measurement & Data,NY-3.MD.7.d,"Recognize area as additive. Find areas of figures composed of non-overlapping rectangles, and apply this technique to solve real world problems."
New York Standards,Math,3,Measurement & Data,NY-3.MD.C,Geometric measurement: recognize perimeter as an attribute of plane figures and distinguish between linear and area measures.
New York Standards,Math,3,Measurement & Data,NY-3.MD.8.a,"Solve real world and mathematical problems involving perimeters of polygons, including finding the perimeter given the side lengths or finding one unknown side length given the perimeter and other side lengths."
New York Standards,Math,3,Measurement & Data,NY-3.MD.8.b,Identify rectangles with the same perimeter and different areas or with the same area and different perimeters.
New York Standards,Math,4,Measurement & Data,NY-4.MD.A,Solve problems involving measurement and conversion of measurements from a larger unit to a smaller unit.
New York Standards,Math,4,Measurement & Data,NY-4.MD.1,"Know relative sizes of measurement units: ft., in.; km, m, cm<ul><li>Know the conversion factor and use it to convert measurements in a larger unit in terms of a smaller unit: ft., in.; km, m, cm; hr., min., sec.</li><li>Given the conversion factor, convert all other measurements within a single system of measurement from a larger unit to a smaller unit.</li><li>Record measurement equivalents in a two-column table.</li></ul>"
New York Standards,Math,4,Measurement & Data,NY-4.MD.2,"Use the four operations to solve word problems involving distances, intervals of time, liquid volumes, masses of objects, and money."
New York Standards,Math,4,Measurement & Data,NY-4.MD.2.a,"Solve problems involving fractions or decimals, and problems that require expressing measurements given in a larger unit in terms of a smaller unit."
New York Standards,Math,4,Measurement & Data,NY-4.MD.2.b,"Represent measurement quantities using diagrams that feature a measurement scale, such as number lines."
New York Standards,Math,4,Measurement & Data,NY-4.MD.3,Apply the area and perimeter formulas for rectangles in real world and mathematical problems.
New York Standards,Math,4,Measurement & Data,NY-4.MD.B,Geometric measurement: understand concepts of angle and measure angles.
New York Standards,Math,4,Measurement & Data,NY-4.MD.5,"Recognize angles as geometric shapes that are formed wherever two rays share a common endpoint, and understand concepts of angle measurement."
New York Standards,Math,4,Measurement & Data,NY-4.MD.5.a,"Recognize an angle is measured with reference to a circle with its center at the common endpoint of the rays, by considering the fraction of the circular arc between the points where the two rays intersect the circle. An angle that turns through 1/360 of a circle is called a 'one-degree angle,' and can be used to measure angles."
New York Standards,Math,4,Measurement & Data,NY-4.MD.5.b,Recognize an angle that turns through n one-degree angles is said to have an angle measure of n degrees.
New York Standards,Math,4,Measurement & Data,NY-4.MD.6,Measure angles in whole-number degrees using a protractor. Sketch angles of specified measure.
New York Standards,Math,4,Measurement & Data,NY-4.MD.7,"Recognize angle measure as additive. When an angle is decomposed into non-overlapping parts, the angle measure of the whole is the sum of the angle measures of the parts. Solve addition and subtraction problems to find unknown angles on a diagram in real world and mathematical problems."
New York Standards,Math,5,Measurement & Data,NY-5.MD.A,Convert like measurement units within a given measurement system.
New York Standards,Math,5,Measurement & Data,NY-5.MD.1,"Convert among different-sized standard measurement units within a given measurement system when the conversion factor is given. Use these conversions in solving multi-step, real world problems."
New York Standards,Math,1,Measurement & Data,NY-1-5.MD.A,Represent and interpret data.
New York Standards,Math,2,Measurement & Data,NY-1-5.MD.A,Represent and interpret data.
New York Standards,Math,3,Measurement & Data,NY-1-5.MD.A,Represent and interpret data.
New York Standards,Math,4,Measurement & Data,NY-1-5.MD.A,Represent and interpret data.
New York Standards,Math,5,Measurement & Data,NY-1-5.MD.A,Represent and interpret data.
New York Standards,Math,1,Measurement & Data,NY-1.MD.4,"Organize, represent, and interpret data with up to three categories; ask and answer questions about the total number of data points, how many in each category, and how many more or less are in one category than in another."
New York Standards,Math,2,Measurement & Data,NY-2.MD.9,"Generate measurement data by measuring lengths of several objects to the nearest whole unit, or by making repeated measurements of the same object. Present the measurement data in a line plot, where the horizontal scale is marked off in whole-number units."
