Standard,Subject,Grade,Strand,Standard Number,Description
South Carolina Academic Standards and Performance Indicators for Science,Science,4,Science and Engineering Practices,4.P.1A.8,"Obtain and evaluate informational texts, observations, data collected, or discussions to (1) generate and answer questions, (2) understand phenomena, (3) develop models, or (4) support explanations, claims, or designs. Communicate observations and explanations using the conventions and expectations of oral and written language."
South Carolina Academic Standards and Performance Indicators for Science,Science,4,Science and Engineering Practices,4.P.1B,Technology is any modification to the natural world created to fulfill the wants and needs of humans. The engineering design process involves a series of iterative steps used to solve a problem and often leads to the development of a new or improved technology.
South Carolina Academic Standards and Performance Indicators for Science,Science,4,Science and Engineering Practices,4.P.1B.1,"Construct devices or design solutions to solve specific problems or needs: (1) ask questions to identify problems or needs, (2) ask questions about the criteria and constraints of the devices or solutions, (3) generate and communicate ideas for possible devices or solutions, (4) build and test devices or solutions, (5) determine if the devices or solutions solved the problem and refine the design if needed, and (6) communicate the results."
South Carolina Academic Standards and Performance Indicators for Science,Science,5,Science and Engineering Practices,5.P.1,"The student will use the science and engineering practices, including the processes and skills of scientific inquiry, to develop understandings of science content."
South Carolina Academic Standards and Performance Indicators for Science,Science,5,Science and Engineering Practices,5.P.1A,"The practices of science and engineering support the development of science concepts, develop the habits of mind that are necessary for scientific thinking, and allow students to engage in science in ways that are similar to those used by scientists and engineers."
South Carolina Academic Standards and Performance Indicators for Science,Science,5,Science and Engineering Practices,5.P.1A.1,"Ask questions used to (1) generate hypotheses for scientific investigations or (2) refine models, explanations, or designs."
South Carolina Academic Standards and Performance Indicators for Science,Science,5,Science and Engineering Practices,5.P.1A.2,"Develop, use, and refine models to (1) understand or represent phenomena, processes, and relationships, (2) test devices or solutions, or (3) communicate ideas to others."
South Carolina Academic Standards and Performance Indicators for Science,Science,5,Science and Engineering Practices,5.P.1A.3,"Plan and conduct controlled scientific investigations to answer questions, test hypotheses and predictions, and develop explanations: (1) formulate scientific questions and testable hypotheses, (2) identify materials, procedures, and variables, (3) select and use appropriate tools or instruments to collect qualitative and quantitative data, and (4) record and represent data in an appropriate form. Use appropriate safety procedures."
South Carolina Academic Standards and Performance Indicators for Science,Science,5,Science and Engineering Practices,5.P.1A.4,"Analyze and interpret data from informational texts, observations, measurements, or investigations using a range of methods (such as tabulation or graphing) to (1) reveal patterns and construct meaning or (2) support hypotheses, explanations, claims, or designs."
South Carolina Academic Standards and Performance Indicators for Science,Science,5,Science and Engineering Practices,5.P.1A.5,"Use mathematical and computational thinking to (1) express quantitative observations using appropriate metric units, (2) collect and analyze data, or (3) understand patterns, trends and relationships between variables."
South Carolina Academic Standards and Performance Indicators for Science,Science,5,Science and Engineering Practices,5.P.1A.6,"Construct explanations of phenomena using (1) scientific evidence and models, (2) conclusions from scientific investigations, (3) predictions based on observations and measurements, or (4) data communicated in graphs, tables, or diagrams."
South Carolina Academic Standards and Performance Indicators for Science,Science,5,Science and Engineering Practices,5.P.1A.7,"Construct scientific arguments to support claims, explanations, or designs using evidence from observations, data, or informational texts."
South Carolina Academic Standards and Performance Indicators for Science,Science,5,Science and Engineering Practices,5.P.1A.8,"Obtain and evaluate informational texts, observations, data collected, or discussions to (1) generate and answer questions, (2) understand phenomena, (3) develop models, or (4) support hypotheses, explanations, claims, or designs. Communicate observations and explanations using the conventions and expectations of oral and written language."
South Carolina Academic Standards and Performance Indicators for Science,Science,5,Science and Engineering Practices,5.P.1B,Technology is any modification to the natural world created to fulfill the wants and needs of humans. The engineering design process involves a series of iterative steps used to solve a problem and often leads to the development of a new or improved technology.
South Carolina Academic Standards and Performance Indicators for Science,Science,5,Science and Engineering Practices,5.P.1B.1,"Construct devices or design solutions to solve specific problems or needs: (1) ask questions to identify problems or needs, (2) ask questions about the criteria and constraints of the devices or solutions, (3) generate and communicate ideas for possible devices or solutions, (4) build and test devices or solutions, (5) determine if the devices or solutions solved the problem and refine the design if needed, and (6) communicate the results."
South Carolina Academic Standards and Performance Indicators for Science,Science,6,Science and Engineering Practices,6.P.1,"The student will use the science and engineering practices, including the processes and skills of scientific inquiry, to develop understandings of science content."
South Carolina Academic Standards and Performance Indicators for Science,Science,6,Science and Engineering Practices,6.P.1A,"The practices of science and engineering support the development of science concepts, develop the habits of mind that are necessary for scientific thinking, and allow students to engage in science in ways that are similar to those used by scientists and engineers."
South Carolina Academic Standards and Performance Indicators for Science,Science,6,Science and Engineering Practices,6.P.1A.1,"Ask questions to (1) generate hypotheses for scientific investigations, (2) refine models, explanations, or designs, or (3) extend the results of investigations or challenge claims."
South Carolina Academic Standards and Performance Indicators for Science,Science,6,Science and Engineering Practices,6.P.1A.2,"Develop, use, and refine models to (1) understand or represent phenomena, processes, and relationships, (2) test devices or solutions, or (3) communicate ideas to others."
South Carolina Academic Standards and Performance Indicators for Science,Science,6,Science and Engineering Practices,6.P.1A.3,"Plan and conduct controlled scientific investigations to answer questions, test hypotheses, and develop explanations: (1) formulate scientific questions and testable hypotheses, (2) identify materials, procedures, and variables, (3) select and use appropriate tools or instruments to collect qualitative and quantitative data, and (4) record and represent data in an appropriate form. Use appropriate safety procedures."
South Carolina Academic Standards and Performance Indicators for Science,Science,6,Science and Engineering Practices,6.P.1A.4,"Analyze and interpret data from informational texts, observations, measurements, or investigations using a range of methods (such as tabulation, graphing, or statistical analysis) to (1) reveal patterns and construct meaning or (2) support hypotheses, explanations, claims, or designs."
South Carolina Academic Standards and Performance Indicators for Science,Science,6,Science and Engineering Practices,6.P.1A.5,"Use mathematical and computational thinking to (1) use and manipulate appropriate metric units, (2) collect and analyze data, (3) express relationships between variables for models and investigations, or (4) use grade-level appropriate statistics to analyze data."
South Carolina Academic Standards and Performance Indicators for Science,Science,6,Science and Engineering Practices,6.P.1A.6,"Construct explanations of phenomena using (1) primary or secondary scientific evidence and models, (2) conclusions from scientific investigations, (3) predictions based on observations and measurements, or (4) data communicated in graphs, tables, or diagrams"
South Carolina Academic Standards and Performance Indicators for Science,Science,6,Science and Engineering Practices,6.P.1A.7,"Construct and analyze scientific arguments to support claims, explanations, or designs using evidence from observations, data, or informational texts."
South Carolina Academic Standards and Performance Indicators for Science,Science,6,Science and Engineering Practices,6.P.1A.8,"Obtain and evaluate scientific information to (1) answer questions, (2) explain or describe phenomena, (3) develop models, (4) evaluate hypotheses, explanations, claims, or designs or (5) identify and/or fill gaps in knowledge. Communicate using the conventions and expectations of scientific writing or oral presentations by (1) evaluating grade-appropriate primary or secondary scientific literature, or (2) reporting the results of student experimental investigations."
South Carolina Academic Standards and Performance Indicators for Science,Science,6,Science and Engineering Practices,6.P.1B,Technology is any modification to the natural world created to fulfill the wants and needs of humans. The engineering design process involves a series of iterative steps used to solve a problem and often leads to the development of a new or improved technology.
South Carolina Academic Standards and Performance Indicators for Science,Science,6,Science and Engineering Practices,6.P.1B.1,"Construct devices or design solutions using scientific knowledge to solve specific problems or needs: (1) ask questions to identify problems or needs, (2) ask questions about the criteria and constraints of the device or solutions, (3) generate and communicate ideas for possible devices or solutions, (4) build and test devices or solutions, (5) determine if the devices or solutions solved the problem and refine the design if needed, and (6) communicate the results."
South Carolina Academic Standards and Performance Indicators for Science,Science,7,Science and Engineering Practices,7.P.1,"The student will use the science and engineering practices, including the processes and skills of scientific inquiry, to develop understandings of science content."
South Carolina Academic Standards and Performance Indicators for Science,Science,7,Science and Engineering Practices,7.P.1A,"The practices of science and engineering support the development of science concepts, develop the habits of mind that are necessary for scientific thinking, and allow students to engage in science in ways that are similar to those used by scientists and engineers."
South Carolina Academic Standards and Performance Indicators for Science,Science,7,Science and Engineering Practices,7.P.1A.1,"Ask questions to (1) generate hypotheses for scientific investigations, (2) refine models, explanations, or designs, or (3) extend the results of investigations or challenge claims."
South Carolina Academic Standards and Performance Indicators for Science,Science,7,Science and Engineering Practices,7.P.1A.2,"Develop, use, and refine models to (1) understand or represent phenomena, processes, and relationships, (2) test devices or solutions, or (3) communicate ideas to others."
South Carolina Academic Standards and Performance Indicators for Science,Science,7,Science and Engineering Practices,7.P.1A.3,"Plan and conduct controlled scientific investigation to answer questions, test hypotheses, and develop explanations: (1) formulate scientific questions and testable hypotheses, (2) identify materials, procedures, and variables, (3) select and use appropriate tools or instruments to collect qualitative and quantitative data, and (4) record and represent data in an appropriate form. Use appropriate safety procedures."
South Carolina Academic Standards and Performance Indicators for Science,Science,7,Science and Engineering Practices,7.P.1A.4,"Analyze and interpret data from informational texts, observations, measurements, or investigations using a range of methods (such as tabulation, graphing, or statistical analysis) to (1) reveal patterns and construct meaning or (2) support hypotheses, explanations, claims, or designs."
South Carolina Academic Standards and Performance Indicators for Science,Science,7,Science and Engineering Practices,7.P.1A.5,"Use mathematical and computational thinking to (1) use and manipulate appropriate metric units, (2) collect and analyze data, (3) express relationships between variables for models and investigations, or (4) use grade-level appropriate statistics to analyze data."
South Carolina Academic Standards and Performance Indicators for Science,Science,7,Science and Engineering Practices,7.P.1A.6,"Construct explanations of phenomena using (1) primary or secondary scientific evidence and models, (2) conclusions from scientific investigations, (3) predictions based on observations and measurements, or (4) data communicated in graphs, tables, or diagrams."
South Carolina Academic Standards and Performance Indicators for Science,Science,7,Science and Engineering Practices,7.P.1A.7,"Construct and analyze scientific arguments to support claims, explanations, or designs using evidence from observations, data, or informational texts."
South Carolina Academic Standards and Performance Indicators for Science,Science,7,Science and Engineering Practices,7.P.1A.8,"Obtain and evaluate scientific information to (1) answer questions, (2) explain or describe phenomena, (3) develop models, (4) evaluate hypotheses, explanations, claims, or designs or (5) identify and/or fill gaps in knowledge. Communicate using the conventions and expectations of scientific writing or oral presentations by (1) evaluating grade-appropriate primary or secondary scientific literature, or (2) reporting the results of student experimental investigations."
South Carolina Academic Standards and Performance Indicators for Science,Science,7,Science and Engineering Practices,7.P.1B,Technology is any modification to the natural world created to fulfill the wants and needs of humans. The engineering design process involves a series of iterative steps used to solve a problem and often leads to the development of a new or improved technology.
South Carolina Academic Standards and Performance Indicators for Science,Science,7,Science and Engineering Practices,7.P.1B.1,"Construct devices or design solutions using scientific knowledge to solve specific problems or needs: (1) ask questions to identify problems or needs, (2) ask questions about the criteria and constraints of the device or solutions, (3) generate and communicate ideas for possible devices or solutions, (4) build and test devices or solutions, (5) determine if the devices or solutions solved the problem and refine the design if needed, and (6) communicate the results."
South Carolina Academic Standards and Performance Indicators for Science,Science,8,Science and Engineering Practices,8.P.1,"The student will use the science and engineering practices, including the processes and skills of scientific inquiry, to develop understandings of science content."
South Carolina Academic Standards and Performance Indicators for Science,Science,8,Science and Engineering Practices,8.P.1A,"The practices of science and engineering support the development of science concepts, develop the habits of mind that are necessary for scientific thinking, and allow students to engage in science in ways that are similar to those used by scientists and engineers."
South Carolina Academic Standards and Performance Indicators for Science,Science,8,Science and Engineering Practices,8.P.1A.1,"Ask questions to (1) generate hypotheses for scientific investigations, (2) refine models, explanations, or designs, or (3) extend the results of investigations or challenge claims."
South Carolina Academic Standards and Performance Indicators for Science,Science,8,Science and Engineering Practices,8.P.1A.2,"Develop, use, and refine models to (1) understand or represent phenomena, processes, and relationships, (2) test devices or solutions, or (3) communicate ideas to others."
South Carolina Academic Standards and Performance Indicators for Science,Science,8,Science and Engineering Practices,8.P.1A.3,"Plan and conduct controlled scientific investigations to answer questions, test hypotheses, and develop explanations: (1) formulate scientific questions and testable hypotheses, (2) identify materials, procedures, and variables, (3) select and use appropriate tools or instruments to collect qualitative and quantitative data, and (4) record and represent data in an appropriate form. Use appropriate safety procedures."
South Carolina Academic Standards and Performance Indicators for Science,Science,8,Science and Engineering Practices,8.P.1A.4,"Analyze and interpret data from informational texts, observations, measurements, or investigations using a range of methods (such as tabulation, graphing, or statistical analysis) to (1) reveal patterns and construct meaning or (2) support hypotheses, explanations, claims, or designs."
South Carolina Academic Standards and Performance Indicators for Science,Science,8,Science and Engineering Practices,8.P.1A.5,"Use mathematical and computational thinking to (1) use and manipulate appropriate metric units, (2) collect and analyze data, (3) express relationships between variables for models and investigations, or (4) use grade-level appropriate statistics to analyze data."
South Carolina Academic Standards and Performance Indicators for Science,Science,8,Science and Engineering Practices,8.P.1A.6,"Construct explanations of phenomena using (1) primary or secondary scientific evidence and models, (2) conclusions from scientific investigations, (3) predictions based on observations and measurements, or (4) data communicated in graphs, tables, or diagrams."
South Carolina Academic Standards and Performance Indicators for Science,Science,8,Science and Engineering Practices,8.P.1A.7,"Construct and analyze scientific arguments to support claims, explanations, or designs using evidence from observations, data, or informational texts."
South Carolina Academic Standards and Performance Indicators for Science,Science,8,Science and Engineering Practices,8.P.1A.8,"Obtain and evaluate scientific information to (1) answer questions, (2) explain or describe phenomena, (3) develop models, (4) evaluate hypotheses, explanations, claims, or designs or (5) identify and/or fill gaps in knowledge. Communicate using the conventions and expectations of scientific writing or oral presentations by (1) evaluating grade-appropriate primary or secondary scientific literature, or (2) reporting the results of student experimental investigations."
South Carolina Academic Standards and Performance Indicators for Science,Science,8,Science and Engineering Practices,8.P.1B,Technology is any modification to the natural world created to fulfill the wants and needs of humans. The engineering design process involves a series of iterative steps used to solve a problem and often leads to the development of a new or improved technology.
South Carolina Academic Standards and Performance Indicators for Science,Science,8,Science and Engineering Practices,8.P.1B.1,"Construct devices or design solutions using scientific knowledge to solve specific problems or needs: (1) ask questions to identify problems or needs, (2) ask questions about the criteria and constraints of the device or solutions, (3) generate and communicate ideas for possible devices or solutions, (4) build and test devices or solutions, (5) determine if the devices or solutions solved the problem and refine the design if needed, and (6) communicate the results."
South Carolina Academic Standards and Performance Indicators for Science,Science,K,Life Science,K.L.2,The student will demonstrate an understanding of organisms found in the environment and how these organisms depend on the environment to meet those needs.
South Carolina Academic Standards and Performance Indicators for Science,Science,K,Life Science,K.L.2A,"The environment consists of many types of organisms including plants, animals, and fungi. Organisms depend on the land, water, and air to live and grow. Plants need water and light to make their own food. Fungi and animals cannot make their own food and get energy from other sources. Animals (including humans) use different body parts to obtain food and other resources needed to grow and survive. Organisms live in areas where their needs for air, water, nutrients, and shelter are met."
South Carolina Academic Standards and Performance Indicators for Science,Science,K,Life Science,K.L.2A.1,"Obtain information to answer questions about different organisms found in the environment (such as plants, animals, or fungi)."
South Carolina Academic Standards and Performance Indicators for Science,Science,K,Life Science,K.L.2A.2,Conduct structured investigations to determine what plants need to live and grow (including water and light).
South Carolina Academic Standards and Performance Indicators for Science,Science,K,Life Science,K.L.2A.3,"Develop and use models to exemplify how animals use their body parts to (1) obtain food and other resources, (2) protect themselves, and (3) move from place to place."
South Carolina Academic Standards and Performance Indicators for Science,Science,K,Life Science,K.L.2A.4,Analyze and interpret data to describe how humans use their senses to learn about the world around them.
South Carolina Academic Standards and Performance Indicators for Science,Science,K,Life Science,K.L.2A.5,"Construct explanations from observations of what animals need to survive and grow (including air, water, nutrients, and shelter)."
