Standard,Subject,Grade,Strand,Standard Number,Description
South Carolina College and Career Ready Standards for Mathematics,Math,3,Number Sense and Base ten,3.NSBT.4,"Read and write numbers through 999,999 in standard form and equations in expanded form."
South Carolina College and Career Ready Standards for Mathematics,Math,3,Number Sense and Base ten,3.NSBT.5,"Compare and order numbers through 999,999 and represent the comparison using the symbols >, =, or <."
South Carolina College and Career Ready Standards for Mathematics,Math,4,Number Sense and Base ten,4.NSBT.1,"Understand that, in a multi-digit whole number, a digit represents ten times what the same digit represents in the place to its right."
South Carolina College and Career Ready Standards for Mathematics,Math,4,Number Sense and Base ten,4.NSBT.2,"Recognize math periods and number patterns within each period to read and write in standard form large numbers through 999,999,999."
South Carolina College and Career Ready Standards for Mathematics,Math,4,Number Sense and Base ten,4.NSBT.3,Use rounding as one form of estimation and round whole numbers to any given place value.
South Carolina College and Career Ready Standards for Mathematics,Math,4,Number Sense and Base ten,4.NSBT.4,Fluently add and subtract multi-digit whole numbers using strategies to include a standard algorithm.
South Carolina College and Career Ready Standards for Mathematics,Math,4,Number Sense and Base ten,4.NSBT.5,"Multiply up to a four-digit number by a one-digit number and multiply a two-digit number by a two-digit number using strategies based on place value and the properties of operations. Illustrate and explain the calculation by using rectangular arrays, area models and/or equations."
South Carolina College and Career Ready Standards for Mathematics,Math,4,Number Sense and Base ten,4.NSBT.6,"Divide up to a four-digit dividend by a one-digit divisor using strategies based on place value, the properties of operations, and/or the relationship between multiplication and division."
South Carolina College and Career Ready Standards for Mathematics,Math,5,Number Sense and Base ten,5.NSBT.1,"Understand that, in a multi-digit whole number, a digit in one place represents 10 times what the same digit represents in the place to its right, and represents 1/10 times what the same digit represents in the place to its left."
South Carolina College and Career Ready Standards for Mathematics,Math,5,Number Sense and Base ten,5.NSBT.2,Use whole number exponents to explain:
South Carolina College and Career Ready Standards for Mathematics,Math,5,Number Sense and Base ten,5.NSBT.2a,patterns in the number of zeroes of the product when multiplying a number by powers of 10;
South Carolina College and Career Ready Standards for Mathematics,Math,5,Number Sense and Base ten,5.NSBT.2b,patterns in the placement of the decimal point when a decimal is multiplied or divided by a power of 10.
South Carolina College and Career Ready Standards for Mathematics,Math,5,Number Sense and Base ten,5.NSBT.3,"Read and write decimals in standard and expanded form. Compare two decimal numbers to the thousandths using the symbols >, =, or <."
South Carolina College and Career Ready Standards for Mathematics,Math,5,Number Sense and Base ten,5.NSBT.4,Round decimals to any given place value within thousandths.
South Carolina College and Career Ready Standards for Mathematics,Math,5,Number Sense and Base ten,5.NSBT.5,Fluently multiply multi-digit whole numbers using strategies to include a standard algorithm.
South Carolina College and Career Ready Standards for Mathematics,Math,5,Number Sense and Base ten,5.NSBT.6,"Divide up to a four-digit dividend by a two-digit divisor, using strategies based on place value, the properties of operations, and the relationship between multiplication and division."
South Carolina College and Career Ready Standards for Mathematics,Math,5,Number Sense and Base ten,5.NSBT.7,"Add, subtract, multiply, and divide decimal numbers to hundredths using concrete area models and drawings."
South Carolina College and Career Ready Standards for Mathematics,Math,K,Algebraic Thinking and Operations,K.ATO.1,"Model situations that involve addition and subtraction within 10 using objects, fingers, mental images, drawings, acting out situations, verbal explanations, expressions, and equations."
South Carolina College and Career Ready Standards for Mathematics,Math,K,Algebraic Thinking and Operations,K.ATO.2,Solve real-world/story problems using objects and drawings to find sums up to 10 and differences within 10.
South Carolina College and Career Ready Standards for Mathematics,Math,K,Algebraic Thinking and Operations,K.ATO.3,"Compose and decompose numbers up to 10 using objects, drawings, and equations."
South Carolina College and Career Ready Standards for Mathematics,Math,K,Algebraic Thinking and Operations,K.ATO.4,Create a sum of 10 using objects and drawings when given one of two addends 1 – 9.
South Carolina College and Career Ready Standards for Mathematics,Math,K,Algebraic Thinking and Operations,K.ATO.5,Add and subtract fluently within 5.
South Carolina College and Career Ready Standards for Mathematics,Math,K,Algebraic Thinking and Operations,K.ATO.6,"Describe simple repeating patterns using AB, AAB, ABB, and ABC type patterns."
South Carolina College and Career Ready Standards for Mathematics,Math,1,Algebraic Thinking and Operations,1.ATO.1,"Solve real-world/story problems using addition (as a joining action and as a part-part-whole action) and subtraction (as a separation action, finding parts of the whole, and as a comparison) through 20 with unknowns in all positions."
South Carolina College and Career Ready Standards for Mathematics,Math,1,Algebraic Thinking and Operations,1.ATO.2,Solve real-world/story problems that include three whole number addends whose sum is less than or equal to 20.
South Carolina College and Career Ready Standards for Mathematics,Math,1,Algebraic Thinking and Operations,1.ATO.3,Apply Commutative and Associative Properties of Addition to find the sum (through 20) of two or three addends.
South Carolina College and Career Ready Standards for Mathematics,Math,1,Algebraic Thinking and Operations,1.ATO.4,Understand subtraction as an unknown addend problem.
South Carolina College and Career Ready Standards for Mathematics,Math,1,Algebraic Thinking and Operations,1.ATO.5,Recognize how counting relates to addition and subtraction.
South Carolina College and Career Ready Standards for Mathematics,Math,1,Algebraic Thinking and Operations,1.ATO.6,Demonstrate:
South Carolina College and Career Ready Standards for Mathematics,Math,1,Algebraic Thinking and Operations,1.ATO.6a,addition and subtraction through 20;
South Carolina College and Career Ready Standards for Mathematics,Math,1,Algebraic Thinking and Operations,1.ATO.6b,fluency with addition and related subtraction facts through 10.
South Carolina College and Career Ready Standards for Mathematics,Math,1,Algebraic Thinking and Operations,1.ATO.7,Understand the meaning of the equal sign as a relationship between two quantities (sameness) and determine if equations involving addition and subtraction are true.
South Carolina College and Career Ready Standards for Mathematics,Math,1,Algebraic Thinking and Operations,1.ATO.8,Determine the missing number in addition and subtraction equations within 20.
South Carolina College and Career Ready Standards for Mathematics,Math,1,Algebraic Thinking and Operations,1.ATO.9,"Create, extend and explain using pictures and words for:"
South Carolina College and Career Ready Standards for Mathematics,Math,1,Algebraic Thinking and Operations,1.ATO.9a,"repeating patterns (e.g., AB, AAB, ABB, and ABC type patterns);"
South Carolina College and Career Ready Standards for Mathematics,Math,1,Algebraic Thinking and Operations,1.ATO.9b,growing patterns (between 2 and 4 terms/figures).
South Carolina College and Career Ready Standards for Mathematics,Math,2,Algebraic Thinking and Operations,2.ATO.1,"Solve one- and two-step real-world/story problems using addition (as a joining action and as a part-part-whole action) and subtraction (as a separation action, finding parts of the whole, and as a comparison) through 99 with unknowns in all positions."
South Carolina College and Career Ready Standards for Mathematics,Math,2,Algebraic Thinking and Operations,2.ATO.2,Demonstrate fluency with addition and related subtraction facts through 20.
South Carolina College and Career Ready Standards for Mathematics,Math,2,Algebraic Thinking and Operations,2.ATO.3,"Determine whether a number through 20 is odd or even using pairings of objects, counting by twos, or finding two equal addends to represent the number (e.g., 3 + 3 = 6)."
South Carolina College and Career Ready Standards for Mathematics,Math,2,Algebraic Thinking and Operations,2.ATO.4,Use repeated addition to find the total number of objects arranged in a rectangular array with up to 5 rows and up to 5 columns; write an equation to express the total as a sum of equal addends.
South Carolina College and Career Ready Standards for Mathematics,Math,3,Algebraic Thinking and Operations,3.ATO.1,"Use concrete objects, drawings and symbols to represent multiplication facts of two single-digit whole numbers and explain the relationship between the factors (i.e., 0 – 10) and the product."
South Carolina College and Career Ready Standards for Mathematics,Math,3,Algebraic Thinking and Operations,3.ATO.2,"Use concrete objects, drawings and symbols to represent division without remainders and explain the relationship among the whole number quotient (i.e., 0 – 10), divisor (i.e., 0 – 10), and dividend."
South Carolina College and Career Ready Standards for Mathematics,Math,3,Algebraic Thinking and Operations,3.ATO.3,"Solve real-world problems involving equal groups, area/array, and number line models using basic multiplication and related division facts. Represent the problem situation using an equation with a symbol for the unknown."
South Carolina College and Career Ready Standards for Mathematics,Math,3,Algebraic Thinking and Operations,3.ATO.4,"Determine the unknown whole number in a multiplication or division equation relating three whole numbers when the unknown is a missing factor, product, dividend, divisor, or quotient."
South Carolina College and Career Ready Standards for Mathematics,Math,3,Algebraic Thinking and Operations,3.ATO.5,"Apply properties of operations (i.e., Commutative Property of Multiplication, Associative Property of Multiplication, Distributive Property) as strategies to multiply and divide and explain the reasoning."
South Carolina College and Career Ready Standards for Mathematics,Math,3,Algebraic Thinking and Operations,3.ATO.6,Understand division as a missing factor problem.
South Carolina College and Career Ready Standards for Mathematics,Math,3,Algebraic Thinking and Operations,3.ATO.7,Demonstrate fluency with basic multiplication and related division facts of products and dividends through 100.
South Carolina College and Career Ready Standards for Mathematics,Math,3,Algebraic Thinking and Operations,3.ATO.8,"Solve two-step real-world problems using addition, subtraction, multiplication and division of whole numbers and having whole number answers. Represent these problems using equations with a letter for the unknown quantity."
South Carolina College and Career Ready Standards for Mathematics,Math,3,Algebraic Thinking and Operations,3.ATO.9,"Identify a rule for an arithmetic pattern (e.g., patterns in the addition table or multiplication table)."
South Carolina College and Career Ready Standards for Mathematics,Math,4,Algebraic Thinking and Operations,4.ATO.1,Interpret a multiplication equation as a comparison (e.g. interpret 35 = 5x7 as a statement that 35 is 5 times as many as 7 and 7 times as many as 5.) Represent verbal statements of multiplicative comparisons as multiplication equations.
South Carolina College and Career Ready Standards for Mathematics,Math,4,Algebraic Thinking and Operations,4.ATO.2,"Solve real-world problems using multiplication (product unknown) and division (group size unknown, number of groups unknown)."
South Carolina College and Career Ready Standards for Mathematics,Math,4,Algebraic Thinking and Operations,4.ATO.3,"Solve multi-step, real-world problems using the four operations. Represent the problem using an equation with a variable as the unknown quantity."
South Carolina College and Career Ready Standards for Mathematics,Math,4,Algebraic Thinking and Operations,4.ATO.4,Recognize that a whole number is a multiple of each of its factors. Find all factors for a whole number in the range 1 – 100 and determine whether the whole number is prime or composite.
South Carolina College and Career Ready Standards for Mathematics,Math,4,Algebraic Thinking and Operations,4.ATO.5,Generate a number or shape pattern that follows a given rule and determine a term that appears later in the sequence.
South Carolina College and Career Ready Standards for Mathematics,Math,5,Algebraic Thinking and Operations,5.ATO.1,"Evaluate numerical expressions involving grouping symbols (i.e., parentheses, brackets, braces)."
South Carolina College and Career Ready Standards for Mathematics,Math,5,Algebraic Thinking and Operations,5.ATO.2,Translate verbal phrases into numerical expressions and interpret numerical expressions as verbal phrases.
South Carolina College and Career Ready Standards for Mathematics,Math,5,Algebraic Thinking and Operations,5.ATO.3,Investigate the relationship between two numerical patterns.
South Carolina College and Career Ready Standards for Mathematics,Math,5,Algebraic Thinking and Operations,5.ATO.3a,Generate two numerical patterns given two rules and organize in tables;
South Carolina College and Career Ready Standards for Mathematics,Math,5,Algebraic Thinking and Operations,5.ATO.3b,Translate the two numerical patterns into two sets of ordered pairs;
South Carolina College and Career Ready Standards for Mathematics,Math,5,Algebraic Thinking and Operations,5.ATO.3c,Graph the two sets of ordered pairs on the same coordinate plane;
South Carolina College and Career Ready Standards for Mathematics,Math,5,Algebraic Thinking and Operations,5.ATO.3d,Identify the relationship between the two numerical patterns.
South Carolina College and Career Ready Standards for Mathematics,Math,K,Geometry,K.G.1,"Describe positions of objects by appropriately using terms, including below, above, beside, between, inside, outside, in front of, or behind."
South Carolina College and Career Ready Standards for Mathematics,Math,K,Geometry,K.G.2,"Identify and describe a given shape and shapes of objects in everyday situations to include two-dimensional shapes (i.e., triangle, square, rectangle, hexagon, and circle) and three-dimensional shapes (i.e., cone, cube, cylinder, and sphere)."
South Carolina College and Career Ready Standards for Mathematics,Math,K,Geometry,K.G.3,Classify shapes as two-dimensional/flat or three-dimensional/solid and explain the reasoning used.
South Carolina College and Career Ready Standards for Mathematics,Math,K,Geometry,K.G.4,Analyze and compare two- and three-dimensional shapes of different sizes and orientations using informal language.
South Carolina College and Career Ready Standards for Mathematics,Math,K,Geometry,K.G.5,"Draw two-dimensional shapes (i.e., square, rectangle, triangle, hexagon, and circle) and create models of three-dimensional shapes (i.e., cone, cube, cylinder, and sphere)."
South Carolina College and Career Ready Standards for Mathematics,Math,1,Geometry,1.G.1,"Distinguish between a two-dimensional shape's defining (e.g., number of sides) and non-defining attributes (e.g., color)."
South Carolina College and Career Ready Standards for Mathematics,Math,1,Geometry,1.G.2,"Combine two-dimensional shapes (i.e., square, rectangle, triangle, hexagon, rhombus, and trapezoid) or three-dimensional shapes (i.e., cube, rectangular prism, cone, and cylinder) in more than one way to form a composite shape."
South Carolina College and Career Ready Standards for Mathematics,Math,1,Geometry,1.G.3,"Partition two-dimensional shapes (i.e., square, rectangle, circle) into two or four equal parts."
South Carolina College and Career Ready Standards for Mathematics,Math,1,Geometry,1.G.4,"Identify and name two-dimensional shapes (i.e., square, rectangle, triangle, hexagon, rhombus, trapezoid, and circle)."
South Carolina College and Career Ready Standards for Mathematics,Math,2,Geometry,2.G.1,"Identify triangles, quadrilaterals, hexagons, and cubes. Recognize and draw shapes having specified attributes, such as a given number of angles or a given number of equal faces."
South Carolina College and Career Ready Standards for Mathematics,Math,2,Geometry,2.G.2,Partition a rectangle into rows and columns of same-size squares to form an array and count to find the total number of parts.
South Carolina College and Career Ready Standards for Mathematics,Math,2,Geometry,2.G.3,"Partition squares, rectangles and circles into two or four equal parts, and describe the parts using the words halves, fourths, a half of, and a fourth of. Understand that when partitioning a square, rectangle or circle into two or four equal parts, the parts become smaller as the number of parts increases."
South Carolina College and Career Ready Standards for Mathematics,Math,3,Geometry,3.G.1,"Understand that shapes in different categories (e.g., rhombus, rectangle, square, and other 4-sided shapes) may share attributes (e.g., 4-sided figures) and the shared attributes can define a larger category (e.g., quadrilateral). Recognize rhombuses, rectangles, and squares as examples of quadrilaterals, and draw examples of quadrilaterals that do not belong to any of these subcategories."
South Carolina College and Career Ready Standards for Mathematics,Math,3,Geometry,3.G.2,"Partition two-dimensional shapes into 2, 3, 4, 6, or 8 parts with equal areas and express the area of each part using the same unit fraction. Recognize that equal parts of identical wholes need not have the same shape."
South Carolina College and Career Ready Standards for Mathematics,Math,3,Geometry,3.G.3,Use a right angle as a benchmark to identify and sketch acute and obtuse angles.
South Carolina College and Career Ready Standards for Mathematics,Math,3,Geometry,3.G.4,"Identify a three-dimensional shape (i.e., right rectangular prism, right triangular prism, pyramid) based on a given two-dimensional net and explain the relationship between the shape and the net."
South Carolina College and Career Ready Standards for Mathematics,Math,4,Geometry,4.G.1,"Draw points, lines, line segments, rays, angles (i.e., right, acute, obtuse), and parallel and perpendicular lines. Identify these in two-dimensional figures."
South Carolina College and Career Ready Standards for Mathematics,Math,4,Geometry,4.G.2,Classify quadrilaterals based on the presence or absence of parallel or perpendicular lines.
South Carolina College and Career Ready Standards for Mathematics,Math,4,Geometry,4.G.3,"Recognize right triangles as a category, and identify right triangles."
South Carolina College and Career Ready Standards for Mathematics,Math,4,Geometry,4.G.4,Recognize a line of symmetry for a two-dimensional figure as a line across the figure such that the figure can be folded along the line into matching parts. Identify line-symmetric figures and draw lines of symmetry.
South Carolina College and Career Ready Standards for Mathematics,Math,5,Geometry,5.G.1,Define a coordinate system.
South Carolina College and Career Ready Standards for Mathematics,Math,5,Geometry,5.G.1a,The x- and y- axes are perpendicular number lines that intersect at 0 (the origin);
South Carolina College and Career Ready Standards for Mathematics,Math,5,Geometry,5.G.1b,Any point on the coordinate plane can be represented by its coordinates;
South Carolina College and Career Ready Standards for Mathematics,Math,5,Geometry,5.G.1c,The first number in an ordered pair is the x-coordinate and represents the horizontal distance from the origin;
South Carolina College and Career Ready Standards for Mathematics,Math,5,Geometry,5.G.1d,The second number in an ordered pair is the y-coordinate and represents the vertical distance from the origin.
South Carolina College and Career Ready Standards for Mathematics,Math,5,Geometry,5.G.2,Plot and interpret points in the first quadrant of the coordinate plane to represent real-world and mathematical situations.
South Carolina College and Career Ready Standards for Mathematics,Math,5,Geometry,5.G.3,Understand that attributes belonging to a category of two-dimensional figures also belong to all subcategories of that category.
South Carolina College and Career Ready Standards for Mathematics,Math,5,Geometry,5.G.4,Classify two-dimensional figures in a hierarchy based on their attributes.
South Carolina College and Career Ready Standards for Mathematics,Math,K,Measurement and Data Analysis,K.MDA.1,"Identify measureable attributes (length, weight) of an object."
South Carolina College and Career Ready Standards for Mathematics,Math,K,Measurement and Data Analysis,K.MDA.2,"Compare objects using words such as shorter/longer, shorter/taller, and lighter/heavier."
South Carolina College and Career Ready Standards for Mathematics,Math,K,Measurement and Data Analysis,K.MDA.3,Sort and classify data into 2 or 3 categories with data not to exceed 20 items in each category.
South Carolina College and Career Ready Standards for Mathematics,Math,K,Measurement and Data Analysis,K.MDA.4,Represent data using object and picture graphs and draw conclusions from the graphs.
South Carolina College and Career Ready Standards for Mathematics,Math,1,Measurement and Data Analysis,1.MDA.1,Order three objects by length using indirect comparison.
South Carolina College and Career Ready Standards for Mathematics,Math,1,Measurement and Data Analysis,1.MDA.2,Use nonstandard physical models to show the length of an object as the number of same size units of length with no gaps or overlaps.
South Carolina College and Career Ready Standards for Mathematics,Math,1,Measurement and Data Analysis,1.MDA.3,Use analog and digital clocks to tell and record time to the hour and half hour.
South Carolina College and Career Ready Standards for Mathematics,Math,1,Measurement and Data Analysis,1.MDA.4,"Collect, organize, and represent data with up to 3 categories using object graphs, picture graphs, t-charts and tallies."
South Carolina College and Career Ready Standards for Mathematics,Math,1,Measurement and Data Analysis,1.MDA.5,"Draw conclusions from given object graphs, picture graphs, t-charts, tallies, and bar graphs."
South Carolina College and Career Ready Standards for Mathematics,Math,1,Measurement and Data Analysis,1.MDA.6,"Identify a penny, nickel, dime and quarter and write the coin values using a ¢ symbol."
South Carolina College and Career Ready Standards for Mathematics,Math,2,Measurement and Data Analysis,2.MDA.1,"Select and use appropriate tools (e.g., rulers, yardsticks, meter sticks, measuring tapes) to measure the length of an object."
South Carolina College and Career Ready Standards for Mathematics,Math,2,Measurement and Data Analysis,2.MDA.2,Measure the same object or distance using a standard unit of one length and then a standard unit of a different length and explain verbally and in writing how and why the measurements differ.
South Carolina College and Career Ready Standards for Mathematics,Math,2,Measurement and Data Analysis,2.MDA.3,"Estimate and measure length/distance in customary units (i.e., inch, foot, yard) and metric units (i.e., centimeter, meter)."
South Carolina College and Career Ready Standards for Mathematics,Math,2,Measurement and Data Analysis,2.MDA.4,"Measure to determine how much longer one object is than another, using standard length units."
South Carolina College and Career Ready Standards for Mathematics,Math,2,Measurement and Data Analysis,2.MDA.5,"Represent whole numbers as lengths from 0 on a number line diagram with equally spaced points corresponding to the numbers 0, 1, 2, …, and represent whole-number sums and differences through 99 on a number line diagram."
South Carolina College and Career Ready Standards for Mathematics,Math,2,Measurement and Data Analysis,2.MDA.6,Use analog and digital clocks to tell and record time to the nearest five-minute interval using a.m. and p.m.
South Carolina College and Career Ready Standards for Mathematics,Math,2,Measurement and Data Analysis,2.MDA.7,"Solve real-world/story problems involving dollar bills using the $ symbol or involving quarters, dimes, nickels, and pennies using the ¢ symbol."
South Carolina College and Career Ready Standards for Mathematics,Math,2,Measurement and Data Analysis,2.MDA.8,Generate data by measuring objects in whole unit lengths and organize the data in a line plot using a horizontal scale marked in whole number units.
South Carolina College and Career Ready Standards for Mathematics,Math,2,Measurement and Data Analysis,2.MDA.9,"Collect, organize, and represent data with up to four categories using picture graphs and bar graphs with a single-unit scale."
South Carolina College and Career Ready Standards for Mathematics,Math,2,Measurement and Data Analysis,2.MDA.10,"Draw conclusions from t-charts, object graphs, picture graphs, and bar graphs."
South Carolina College and Career Ready Standards for Mathematics,Math,3,Measurement and Data Analysis,3.MDA.1,"Use analog and digital clocks to determine and record time to the nearest minute, using a.m. and p.m.; measure time intervals in minutes; and solve problems involving addition and subtraction of time intervals within 60 minutes."
South Carolina College and Career Ready Standards for Mathematics,Math,3,Measurement and Data Analysis,3.MDA.2,"Estimate and measure liquid volumes (capacity) in customary units (i.e., c., pt., qt., gal.) and metric units (mL, L) to the nearest whole unit."
South Carolina College and Career Ready Standards for Mathematics,Math,3,Measurement and Data Analysis,3.MDA.3,"Collect, organize, classify, and interpret data with multiple categories and draw a scaled picture graph and a scaled bar graph to represent the data."
South Carolina College and Career Ready Standards for Mathematics,Math,3,Measurement and Data Analysis,3.MDA.4,"Generate data by measuring length to the nearest inch, half-inch and quarter-inch and organize the data in a line plot using a horizontal scale marked off in appropriate units."
South Carolina College and Career Ready Standards for Mathematics,Math,3,Measurement and Data Analysis,3.MDA.5,Understand the concept of area measurement.
South Carolina College and Career Ready Standards for Mathematics,Math,3,Measurement and Data Analysis,3.MDA.5a,Recognize area as an attribute of plane figures;
South Carolina College and Career Ready Standards for Mathematics,Math,3,Measurement and Data Analysis,3.MDA.5b,Measure area by building arrays and counting standard unit squares;
South Carolina College and Career Ready Standards for Mathematics,Math,3,Measurement and Data Analysis,3.MDA.5c,Determine the area of a rectilinear polygon and relate to multiplication and addition.
South Carolina College and Career Ready Standards for Mathematics,Math,3,Measurement and Data Analysis,3.MDA.6,"Solve real-world and mathematical problems involving perimeters of polygons, including finding the perimeter given the side lengths, finding an unknown side length, and exhibiting rectangles with the same perimeter and different areas or with the same area and different perimeters."
South Carolina College and Career Ready Standards for Mathematics,Math,4,Measurement and Data Analysis,4.MDA.1,"Convert measurements within a single system of measurement, customary (i.e., in., ft., yd., oz., lb., sec., min., hr.) or metric (i.e., cm, m, km, g, kg, mL, L) from a larger to a smaller unit."
