Standard,Subject,Grade,Strand,Standard Number,Description
PA Core - ELA,English,2,"Foundational Skills: Students gain a working knowledge of concepts of print, alphabetic principle, and other basic conventions.",CC.1.1.2.D,Know and apply grade-level phonics and word analysis skills in decoding words. <ul><li>Distinguish long and short vowels when reading regularly spelled one-syllable words.</li><li>Decode two-syllable words with long vowels and words with common prefixes and suffixes.</li><li>Read grade-level high-frequency sight words and words with inconsistent but common spelling-sound correspondences.</li><li>Read grade-appropriate irregularly spelled words.</li></ul>
PA Core - ELA,English,3,"Foundational Skills: Students gain a working knowledge of concepts of print, alphabetic principle, and other basic conventions.",CC.1.1.3.D,Know and apply grade-level phonics and word analysis skills in decoding words. <ul><li>Identify and know the meaning of the most common prefixes and derivational suffixes.</li><li>Decode words with common Latin suffixes.</li><li>Decode multisyllable words.</li><li>Read grade-appropriate irregularly spelled words.</li></ul>
PA Core - ELA,English,4,"Foundational Skills: Students gain a working knowledge of concepts of print, alphabetic principle, and other basic conventions.",CC.1.1.4.D,"Know and apply grade-level phonics and word analysis skills in decoding words. <ul><li>Use combined knowledge of all letter-sound correspondences, syllabication patterns, and morphology to read accurately unfamiliar multisyllabic words.</li></ul>"
PA Core - ELA,English,5,"Foundational Skills: Students gain a working knowledge of concepts of print, alphabetic principle, and other basic conventions.",CC.1.1.5.D,"Know and apply grade-level phonics and word analysis skills in decoding words. <ul><li>Use combined knowledge of all letter-sound correspondences, syllabication patterns, and morphology to read accurately unfamiliar multisyllabic words.</li></ul>"
PA Core - ELA,English,K,"Foundational Skills: Students gain a working knowledge of concepts of print, alphabetic principle, and other basic conventions.",CC.1.1.K.E,Read emergent-reader text with purpose and understanding.
PA Core - ELA,English,1,"Foundational Skills: Students gain a working knowledge of concepts of print, alphabetic principle, and other basic conventions.",CC.1.1.1.E,"Read with accuracy and fluency to support comprehension. <ul><li>Read on-level text with purpose and understanding.</li><li>Read on-level text orally with accuracy, appropriate rate, and expression on successive readings.</li><li>Use context to confirm or self-correct word recognition and understanding, rereading as necessary.</li></ul>"
PA Core - ELA,English,2,"Foundational Skills: Students gain a working knowledge of concepts of print, alphabetic principle, and other basic conventions.",CC.1.1.2.E,"Read with accuracy and fluency to support comprehension. <ul><li>Read on-level text with purpose and understanding.</li><li>Read on-level text orally with accuracy, appropriate rate, and expression on successive readings.</li><li>Use context to confirm or self-correct word recognition and understanding, rereading as necessary.</li></ul>"
PA Core - ELA,English,3,"Foundational Skills: Students gain a working knowledge of concepts of print, alphabetic principle, and other basic conventions.",CC.1.1.3.E,"Read with accuracy and fluency to support comprehension. <ul><li>Read on-level text with purpose and understanding.</li><li>Read on-level text orally with accuracy, appropriate rate, and expression on successive readings.</li><li>Use context to confirm or self-correct word recognition and understanding, rereading as necessary.</li></ul>"
PA Core - ELA,English,4,"Foundational Skills: Students gain a working knowledge of concepts of print, alphabetic principle, and other basic conventions.",CC.1.1.4.E,"Read with accuracy and fluency to support comprehension. <ul><li>Read on-level text with purpose and understanding.</li><li>Read on-level text orally with accuracy, appropriate rate, and expression on successive readings.</li><li>Use context to confirm or self-correct word recognition and understanding, rereading as necessary.</li></ul>"
PA Core - ELA,English,5,"Foundational Skills: Students gain a working knowledge of concepts of print, alphabetic principle, and other basic conventions.",CC.1.1.5.E,"Read with accuracy and fluency to support comprehension. <ul><li>Read on-level text with purpose and understanding.</li><li>Read on-level text orally with accuracy, appropriate rate, and expression on successive readings.</li><li>Use context to confirm or self-correct word recognition and understanding, rereading as necessary.</li></ul>"
PA Core - ELA,English,PK,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.PK.A,"With prompting and support, retell key details of text that support a provided main idea."
PA Core - ELA,English,K,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.K.A,"With prompting and support, identify the main idea and retell key details of text."
PA Core - ELA,English,1,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.1.A,Identify the main idea and retell key details of text.
PA Core - ELA,English,2,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.2.A,Identify the main idea of a multiparagraph text as well as the focus of specific paragraphs within the text.
PA Core - ELA,English,3,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.3.A,Determine the main idea of a text; recount the key details and explain how they support the main idea.
PA Core - ELA,English,4,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.4.A,Determine the main idea of a text and explain how it is supported by key details; summarize the text.
PA Core - ELA,English,5,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.5.A,Determine two or more main ideas in a text and explain how they are supported by key details; summarize the text.
PA Core - ELA,English,PK,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.PK.B,Answer questions about a text.
PA Core - ELA,English,K,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.K.B,"With prompting and support, answer questions about key details in a text."
PA Core - ELA,English,1,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.1.B,Ask and answer questions about key details in a text.
PA Core - ELA,English,2,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.2.B,"Ask and answer questions such as who, what, where, when, why, and how to demonstrate understanding of key details in a text."
PA Core - ELA,English,3,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.3.B,Ask and answer questions about the text and make inferences from text; refer to text to support responses.
PA Core - ELA,English,4,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.4.B,Refer to details and examples in text to support what the text says explicitly and make inferences.
PA Core - ELA,English,5,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.5.B,Cite textual evidence by quoting accurately from the text to explain what the text says explicitly and make inferences.
PA Core - ELA,English,PK,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.PK.C,"With prompting and support, make connections between information in a text and personal experiences."
PA Core - ELA,English,K,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.K.C,"With prompting and support, make a connection between two individuals, events, ideas, or pieces of information in a text."
PA Core - ELA,English,1,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.1.C,"Describe the connection between two individuals, events, ideas, or pieces of information in a text."
PA Core - ELA,English,2,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.2.C,"Describe the connection between a series of events, concepts, or steps in a procedure within a text."
PA Core - ELA,English,3,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.3.C,"Explain how a series of events, concepts, or steps in a procedure is connected within a text, using language that pertains to time, sequence, and cause/effect."
PA Core - ELA,English,4,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.4.C,"Explain events, procedures, ideas, or concepts in a text, including what happened and why, based on specific information in the text."
PA Core - ELA,English,5,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.5.C,"Explain the relationships or interactions between two or more individuals, events, ideas, or concepts in a text based on specific information in the text."
PA Core - ELA,English,3,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.3.D,Explain the point of view of the author.
PA Core - ELA,English,4,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.4.D,Compare and contrast an event or topic told from two different points of view.
PA Core - ELA,English,5,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.5.D,"Analyze multiple accounts of the same event or topic, noting important similarities and differences in the point of view they represent."
PA Core - ELA,English,PK,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.PK.E,"Identify the front cover, back cover, and title page of a book."
PA Core - ELA,English,K,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.K.E,"Identify parts of a book (title, author) and parts of a text (beginning, end, details)."
PA Core - ELA,English,1,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.1.E,Use various text features and search tools to locate key facts or information in a text.
PA Core - ELA,English,2,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.2.E,Use various text features and search tools to locate key facts or information in a text efficiently.
PA Core - ELA,English,3,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.3.E,Use text features and search tools to locate and interpret information.
PA Core - ELA,English,4,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.4.E,"Use text structure to interpret information (e.g., chronology, comparison, cause/effect, problem/solution)."
PA Core - ELA,English,5,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.5.E,"Use text structure, in and among texts, to interpret information (e.g., chronology, comparison, cause/effect, problem/solution)."
PA Core - ELA,English,PK,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.PK.F,"With prompting and support, answer questions about unfamiliar words read aloud from a text."
PA Core - ELA,English,K,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.K.F,"With prompting and support, ask and answer questions about unknown words in a text."
PA Core - ELA,English,1,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.1.F,Ask and answer questions to help determine or clarify the meaning of words and phrases in a text.
PA Core - ELA,English,2,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.2.F,Determine the meaning of words and phrases as they are used in grade-level text including multiple-meaning words.
PA Core - ELA,English,3,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.3.F,"Determine the meaning of words and phrases as they are used in grade-level text, distinguishing literal from nonliteral meaning as well as shades of meaning among related words."
PA Core - ELA,English,4,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.4.F,"Determine the meaning of words and phrases as they are used in grade-level text, including figurative language."
PA Core - ELA,English,5,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.5.F,"Determine the meaning of words and phrases as they are used in grade-level text, including interpretation of figurative language."
PA Core - ELA,English,PK,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.PK.G,"With prompting and support, answer questions to connect illustrations to the written word."
PA Core - ELA,English,K,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.K.G,Answer questions to describe the relationship between illustrations and the text in which they appear.
PA Core - ELA,English,1,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.1.G,Use the illustrations and details in a text to describe its key ideas.
PA Core - ELA,English,2,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.2.G,Explain how graphic representations contribute to and clarify a text.
PA Core - ELA,English,3,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.3.G,Use information gained from text features to demonstrate understanding of a text.
PA Core - ELA,English,4,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.4.G,Interpret various presentations of information within a text or digital source and explain how the information contributes to an understanding of text in which it appears.
PA Core - ELA,English,5,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.5.G,"Draw on information from multiple print or digital sources, demonstrating the ability to locate an answer to a question quickly or to solve a problem efficiently."
PA Core - ELA,English,K,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.K.H,"With prompting and support, identify the reasons an author gives to support points in a text."
PA Core - ELA,English,1,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.1.H,Identify the reasons an author gives to support points in a text.
PA Core - ELA,English,2,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.2.H,Describe how reasons support specific points the author makes in a text.
PA Core - ELA,English,3,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.3.H,Describe how an author connects sentences and paragraphs in a text to support particular points.
PA Core - ELA,English,4,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.4.H,Explain how an author uses reasons and evidence to support particular points in a text.
PA Core - ELA,English,5,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.5.H,Determine how an author supports particular points in a text through reasons and evidence.
PA Core - ELA,English,PK,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.PK.I,"With prompting and support, identify basic similarities and differences between two texts read aloud on the same topic."
PA Core - ELA,English,K,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.K.I,"With prompting and support, identify basic similarities and differences between two texts (read or read aloud) on the same topic."
PA Core - ELA,English,1,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.1.I,Identify basic similarities in and differences between two texts on the same topic.
PA Core - ELA,English,2,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.2.I,Compare and contrast the most important points presented by two texts on the same topic.
PA Core - ELA,English,3,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.3.I,Compare and contrast the most important points and key details presented in two texts on the same topic.
PA Core - ELA,English,4,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.4.I,Integrate information from two texts on the same topic to demonstrate understanding of that topic.
PA Core - ELA,English,5,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.5.I,Integrate information from several texts on the same topic to demonstrate understanding of that topic.
PA Core - ELA,English,PK,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.PK.J,Use new vocabulary and phrases acquired in conversations and being read to.
PA Core - ELA,English,K,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.K.J,"Use words and phrases acquired through conversations, reading, and being read to, and responding to texts."
PA Core - ELA,English,1,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.1.J,"phrases acquired through conversations, reading, and being read to, and responding to texts, including words that signal connections and relationships between the words and phrases."
PA Core - ELA,English,2,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.2.J,"Acquire and use grade-appropriate conversational, general academic, and domain-specific words and phrases."
PA Core - ELA,English,3,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.3.J,"Acquire and use accurately grade-appropriate conversational, general academic, and domain-specific words and phrases, including those that signal spatial and temporal relationships."
PA Core - ELA,English,4,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.4.J,"Acquire and use accurately grade-appropriate conversational, general academic, and domain-specific words and phrases, including those that signal precise actions, emotions, or states of being and that are basic to a particular topic."
PA Core - ELA,English,5,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.5.J,"Acquire and use accurately grade-appropriate conversational, general academic, and domain-specific words and phrases, including those that signal contrast, addition, and other logical relationships."
PA Core - ELA,English,PK,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.PK.K,"With prompting and support, clarify unknown words or phrases read aloud."
PA Core - ELA,English,K,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.K.K,Determine or clarify the meaning of unknown or multiple-meaning words and phrases based upon grade-level reading and content.
PA Core - ELA,English,1,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.1.K,Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade-level reading and content.
PA Core - ELA,English,2,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.2.K,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade-level reading and content, choosing from a range of strategies and tools."
PA Core - ELA,English,3,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.3.K,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade-level reading and content, choosing flexibly from a range of strategies and tools."
PA Core - ELA,English,4,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.4.K,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade-level reading and content, choosing flexibly from a range of strategies and tools."
PA Core - ELA,English,5,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.5.K,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade-level reading and content, choosing flexibly from a range of strategies and tools."
PA Core - ELA,English,PK,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.PK.L,"With prompting and support, actively engage in group reading activities with purpose and understanding."
PA Core - ELA,English,K,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.K.L,Actively engage in group reading activities with purpose and understanding.
PA Core - ELA,English,1,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.1.L,"Read and comprehend literary nonfiction and informational text on grade level, reading independently and proficiently."
PA Core - ELA,English,2,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.2.L,"Read and comprehend literary nonfiction and informational text on grade level, reading independently and proficiently."
PA Core - ELA,English,3,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.3.L,"Read and comprehend literary nonfiction and informational text on grade level, reading independently and proficiently."
PA Core - ELA,English,4,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.4.L,"Read and comprehend literary nonfiction and informational text on grade level, reading independently and proficiently."
PA Core - ELA,English,5,"Reading Informational Text: Students read, understand, and respond to informational text—with an emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with a focus on textual evidence.",CC.1.2.5.L,"Read and comprehend literary nonfiction and informational text on grade level, reading independently and proficiently."
PA Core - ELA,English,PK,"Reading Literature: Students read and respond to works of literature—with emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with focus on textual evidence.",CC.1.3.PK.A,"With prompting and support, retell a familiar story in sequence with picture support."
PA Core - ELA,English,K,"Reading Literature: Students read and respond to works of literature—with emphasis on comprehension, vocabulary acquisition, and making connections among ideas and between texts with focus on textual evidence.",CC.1.3.K.A,"With prompting and support, retell familiar stories including key details."
